beta12,beta13,beta23,alpha,T1,T_Phi,T_alpha,certified_band_fraction,T_Phi_over_T_alpha,x1*,x2*,x3*
0.1,2.51188643151,100,0.999,141.636680068,142.530820536,142.613753599,0.915120960089,0.999418477804,0.839217101496,0.133579236595,0.0272036619087
0.1,3.98107170553,3.98107170553,0.999,18.5481162001,18.6652089001,18.687996856,0.837090012088,0.998780610027,0.46288766706,0.46288766706,0.0742246658802
0.1,3.98107170553,6.3095734448,0.999,23.2649609813,23.4118307263,23.4350821196,0.863324490071,0.999007838197,0.520259058938,0.413443716962,0.0662972240997
0.1,3.98107170553,10,0.999,29.9621332841,30.1512817155,30.1757598001,0.885416449819,0.999188816296,0.577113369113,0.364435483661,0.0584511472262
0.1,3.98107170553,15.8489319246,0.999,39.5963338372,39.8463021676,39.8729454322,0.903679870775,0.999331795926,0.631998669946,0.317117276928,0.0508840531264
0.1,3.98107170553,25.1188643151,0.999,53.6316370945,53.9702091158,54.0002305953,0.918551251115,0.99944404905,0.683660830516,0.27257266317,0.0437665063147
0.1,3.98107170553,39.8107170553,0.999,74.3227363157,74.7919295089,74.8269623517,0.930521551215,0.999531815248,0.731145938367,0.231626054137,0.037228007496
0.1,3.98107170553,63.095734448,0.999,105.160357555,105.824226061,105.86653933,0.940081618584,0.999600314989,0.773847402577,0.1948020377,0.0313505597229
0.1,3.98107170553,100,0.999,151.572788014,152.529654297,152.582475323,0.947685757725,0.999653819835,0.811498810152,0.162331529332,0.0261696605155
0.1,6.3095734448,6.3095734448,0.999,28.5156067181,28.6956233487,28.7177838778,0.890390541218,0.999228334291,0.470061443352,0.470061443352,0.0598771132951
0.1,6.3095734448,10,0.999,35.8847946087,36.1113323037,36.132953295,0.912874331983,0.999401626788,0.527483520839,0.419138186655,0.0533782925057
0.1,6.3095734448,15.8489319246,0.999,46.3650126624,46.6577110939,46.6793638257,0.931119288647,0.9995361391,0.584200830279,0.368830568882,0.0469686008395
0.1,6.3095734448,25.1188643151,0.999,61.4653888502,61.8534146885,61.8757261682,0.945626491276,0.99963941466,0.63877837463,0.320414037045,0.0408075883247
0.1,6.3095734448,39.8107170553,0.999,83.4973354488,84.0244471158,84.0481482924,0.956970544789,0.999718004774,0.68999432091,0.27497472151,0.0350309575798
0.1,6.3095734448,63.095734448,0.999,116.022983525,116.755426877,116.781419398,0.965728781687,0.999777425882,0.736936104265,0.233324075896,0.0297398198389
0.1,6.3095734448,100,0.999,164.560513865,165.59937057,165.628821348,0.972432301778,0.999822188083,0.779040468484,0.195963301149,0.0249962303671
0.1,10,10,0.999,44.1,44.3783995967,44.3976734021,0.935251839074,0.999565882537,0.475936775373,0.475936775373,0.0481264492543
0.1,10,15.8489319246,0.999,55.6452909841,55.9965750333,56.0139297372,0.952922193619,0.999690171643,0.533387459779,0.423786430517,0.0428261097043
0.1,10,25.1188643151,0.999,72.0865145492,72.5415906622,72.5573824992,0.966462280918,0.999782353821,0.589981124166,0.372405162481,0.0376137133532
0.1,10,39.8107170553,0.999,95.8064879847,96.4113062981,96.4258292196,0.976551017828,0.999849387641,0.644298031174,0.323084413939,0.032617554887
0.1,10,63.095734448,0.999,130.457235941,131.280801517,131.294296127,0.983878566227,0.999897218609,0.695143643526,0.276910932703,0.0279454237712
0.1,10,100,0.999,181.670108524,182.816976663,182.829638357,0.98908032045,0.999930745943,0.741639437391,0.234684211212,0.0236763513974
0.1,15.8489319246,15.8489319246,0.999,68.5314293456,68.9640625042,68.9776799047,0.969484855071,0.999802582509,0.480725686025,0.480725686025,0.0385486279497
0.1,15.8489319246,25.1188643151,0.999,86.6606797476,87.2077613416,87.2180934537,0.981464194334,0.999881537056,0.538193070673,0.427564256883,0.0342426724443
0.1,15.8489319246,39.8107170553,0.999,112.505753064,113.215992435,113.223413605,0.989659219982,0.99993445552,0.594680479873,0.375300877598,0.0300186425298
0.1,15.8489319246,63.095734448,0.999,149.831843263,150.777719107,150.782570046,0.994897652035,0.999967828252,0.648781408446,0.325239168784,0.0259794227695
0.1,15.8489319246,100,0.999,204.412772179,205.703212845,205.705865815,0.997948354102,0.999987103089,0.699323976549,0.278465444021,0.0222105794302
0.1,25.1188643151,25.1188643151,0.999,106.91503003,107.589975637,107.595855003,0.991364349708,0.999945356944,0.48461508967,0.48461508967,0.0307698206608
0.1,25.1188643151,39.8107170553,0.999,135.435445589,136.290438184,136.292934519,0.997088784395,0.999981684046,0.5420936655,0.430624645382,0.0272816891171
0.1,25.1188643151,63.095734448,0.999,176.129592122,177.241483447,177.241905012,0.999621001421,0.999997621527,0.598493258689,0.377639415893,0.0238673254185
0.1,25.1188643151,100,0.999,234.950652746,236.433876487,236.43404042,0.999889487451,0.999999306644,0.652418494628,0.326972393491,0.0206091118805
0.1,39.8107170553,39.8107170553,0.999,167.323917481,168.380219321,168.380336798,0.999888797791,0.999999302317,0.487765944825,0.487765944825,0.0244681103496
0.1,39.8107170553,63.095734448,0.999,212.258195722,213.598163887,213.599228291,0.999206280212,0.999995016817,0.545254007016,0.433098005488,0.0216479874958
0.1,39.8107170553,100,0.999,276.417265902,278.162264889,278.169013389,0.99614756157,0.999975739572,0.601583460518,0.379523517897,0.0188930215846
0.1,63.095734448,63.095734448,0.999,262.530483518,264.187816415,264.196212638,0.994959430757,0.999968219745,0.490314325167,0.490314325167,0.0193713496654
0.1,63.095734448,100,0.999,333.409709576,335.514497075,335.539692126,0.988171240483,0.99992491186,0.547812208786,0.435093692202,0.0170940990128
0.1,100,100,0.999,412.749110641,415.354761116,415.414930328,0.977429376557,0.999855158763,0.492373520909,0.492373520909,0.0152529581824
0.158489319246,0.158489319246,0.158489319246,0.999,1.42640387322,1.43540864109,1.44709960297,0.43510269879,0.991921107668,0.333333333333,0.333333333333,0.333333333333
0.158489319246,0.158489319246,0.251188643151,0.999,1.68325084612,1.69387706737,1.70610745037,0.464908134509,0.992831411056,0.385828855901,0.307085572049,0.307085572049
0.158489319246,0.158489319246,0.398107170553,0.999,2.03681902014,2.04967728758,2.06287439762,0.493497645312,0.993602562492,0.441206207914,0.279396896043,0.279396896043
0.158489319246,0.158489319246,0.63095734448,0.999,2.52982568553,2.54579626265,2.56051592899,0.520379616311,0.994251288901,0.498131409708,0.250934295146,0.250934295146
0.158489319246,0.158489319246,1,0.999,3.2263859592,3.24675386283,3.26374673807,0.545168067821,0.994793445508,0.555118142793,0.222440928603,0.222440928603
0.158489319246,0.158489319246,1.58489319246,0.999,4.22359940395,4.25026263232,4.270574044,0.567608997917,0.995243868512,0.610677669309,0.194661165346,0.194661165346
0.158489319246,0.158489319246,2.51188643151,0.999,5.66967308641,5.7054652565,5.7305867599,0.587588435287,0.995616242377,0.663469273665,0.168265363167,0.168265363167
0.158489319246,0.158489319246,3.98107170553,0.999,7.79234192142,7.84153432161,7.87363513433,0.605123090035,0.995922999711,0.712419965048,0.143790017476,0.143790017476
0.158489319246,0.158489319246,6.3095734448,0.999,10.9435307218,11.0126163123,11.0548983178,0.620338347719,0.996175269615,0.756792684486,0.121603657757,0.121603657757
0.158489319246,0.158489319246,10,0.999,15.6696589242,15.7685801651,15.8258240393,0.633440066763,0.996382881926,0.796198227378,0.101900886311,0.101900886311
0.158489319246,0.158489319246,15.8489319246,0.999,22.8224619714,22.9665382574,23.0459447923,0.644686179287,0.996554424838,0.830560480462,0.0847197597689,0.0847197597689
0.158489319246,0.158489319246,25.1188643151,0.999,33.733870852,33.9468299459,34.0593160965,0.654362285115,0.996697345586,0.860052577914,0.0699737110431,0.0699737110431
0.158489319246,0.158489319246,39.8107170553,0.999,50.4922200584,50.8109732036,50.9731657492,0.662763283357,0.996818079802,0.885022412975,0.0574887935125,0.0574887935125
0.158489319246,0.158489319246,63.095734448,0.999,76.3788023657,76.8609753312,77.0982688071,0.67018131458,0.996922194498,0.905921841652,0.047039079174,0.047039079174
0.158489319246,0.158489319246,100,0.999,116.558244099,117.294066506,117.645292884,0.67689915786,0.997014530975,0.923248011024,0.0383759944879,0.0383759944879
0.158489319246,0.251188643151,0.251188643151,0.999,1.96134881784,1.97373064822,1.98623787901,0.497480812929,0.993703054947,0.357667362944,0.357667362944,0.284665274112
0.158489319246,0.251188643151,0.398107170553,0.999,2.34167041428,2.35645318297,2.36962318669,0.528848032293,0.994442152745,0.411728827879,0.327562841335,0.260708330785
0.158489319246,0.251188643151,0.63095734448,0.999,2.86835764301,2.88646534394,2.90078268108,0.558448101045,0.995064319287,0.468067216506,0.296185960025,0.235746823468
0.158489319246,0.251188643151,1,0.999,3.60731923375,3.63009193715,3.64619203086,0.585826209959,0.995584408728,0.525259235972,0.26433028718,0.210410476848
0.158489319246,0.251188643151,1.58489319246,0.999,4.65791277407,4.68731778627,4.70606498357,0.610667973492,0.996016375172,0.581797702379,0.232836131198,0.185366166423
0.158489319246,0.251188643151,2.51188643151,0.999,6.17118801531,6.21014620703,6.23275153245,0.632812963414,0.996373138685,0.636245923207,0.202504500309,0.161249576484
0.158489319246,0.251188643151,3.98107170553,0.999,8.37845860037,8.43135110595,8.45955123644,0.652247949193,0.996666474413,0.687377159113,0.174019377231,0.138603463656
0.158489319246,0.251188643151,6.3095734448,0.999,11.6361546938,11.7096127612,11.7459436325,0.669084411317,0.99690694316,0.734271739148,0.147893593674,0.117834667179
0.158489319246,0.251188643151,10,0.999,16.4963676339,16.6005078175,16.6487246136,0.68352748774,0.997103874485,0.77635835451,0.124445814741,0.099195830749
0.158489319246,0.251188643151,15.8489319246,0.999,23.8179733649,23.9683342306,24.0340576868,0.695843476491,0.997265403246,0.813402102913,0.103807200276,0.0827906968114
0.158489319246,0.251188643151,25.1188643151,0.999,34.9418922334,35.1624774649,35.2541894209,0.706331149641,0.997398551562,0.845453598237,0.0859497658305,0.0685966359328
0.158489319246,0.251188643151,39.8107170553,0.999,51.9677756641,52.2958438679,52.426420099,0.71529965014,0.997509342983,0.872777953127,0.070725961786,0.056496085087
0.158489319246,0.251188643151,63.095734448,0.999,78.1911636048,78.6847778546,78.8738436418,0.723053587403,0.997602934275,0.895780565166,0.0579100350048,0.0463093998295
0.158489319246,0.251188643151,100,0.999,118.794618509,119.54455896,119.822096713,0.729884534528,0.997683751486,0.91494131584,0.0472347029484,0.0378239812114
0.158489319246,0.398107170553,0.398107170553,0.999,2.75567257406,2.77306890362,2.78657058243,0.563024300788,0.995154732884,0.379767888473,0.379767888473,0.240464223054
0.158489319246,0.398107170553,0.63095734448,0.999,3.32476111987,3.34575005763,3.36001353195,0.595390117018,0.995754935451,0.434984762434,0.345953894225,0.219061343342
0.158489319246,0.398107170553,1,0.999,4.11710280617,4.14309373045,4.15866065916,0.625415473055,0.996256744664,0.491904909095,0.31108979017,0.197005300735
0.158489319246,0.398107170553,1.58489319246,0.999,5.23489790527,5.26794537615,5.28552839856,0.652718722008,0.996673365255,0.549051708979,0.276081545057,0.174866745964
0.158489319246,0.398107170553,2.51188643151,0.999,6.83277489657,6.87590963072,6.89648123103,0.677087051319,0.997017087465,0.604928347254,0.241847486583,0.153224166164
0.158489319246,0.398107170553,3.98107170553,0.999,9.14655277467,9.20429419427,9.22922079956,0.698473438475,0.997299164704,0.658169981651,0.209225000626,0.132605017724
0.158489319246,0.398107170553,6.3095734448,0.999,12.5383336058,12.617487053,12.648732909,0.716974155753,0.997529724424,0.707668353255,0.178894125338,0.113437521406
0.158489319246,0.398107170553,10,0.999,17.5673492296,17.6782504301,17.7186893049,0.732794669709,0.997717727643,0.752646463814,0.151331760187,0.0960217759986
0.158489319246,0.398107170553,15.8489319246,0.999,25.1014649487,25.259928389,25.3138219635,0.746212412607,0.997870982322,0.792676659738,0.126800574223,0.0805227660391
0.158489319246,0.398107170553,25.1188643151,0.999,36.4929180415,36.7232947686,36.7970284494,0.757543053958,0.997996205567,0.827650354004,0.105367567738,0.0669820782579
0.158489319246,0.398107170553,39.8107170553,0.999,53.8556071055,54.1955930307,54.2988084068,0.767114004922,0.998099122631,0.857716472461,0.0869418117516,0.0553417157877
0.158489319246,0.398107170553,63.095734448,0.999,80.503008217,81.0112169477,81.1585531533,0.775246215189,0.998184588071,0.883207287814,0.0713199225613,0.0454727896248
0.158489319246,0.398107170553,100,0.999,121.640264077,122.408168849,122.621933802,0.782243511086,0.998256715206,0.9045666046,0.0582300968161,0.0372032985843
0.158489319246,0.63095734448,0.63095734448,0.999,3.94722976123,3.97214829125,3.9867522131,0.630490489402,0.996336887505,0.39942592313,0.39942592313,0.20114815374
0.158489319246,0.63095734448,1,0.999,4.80677300632,4.83711776066,4.85253235815,0.66313776597,0.996823391098,0.455463484165,0.362149961174,0.182386554661
0.158489319246,0.63095734448,1.58489319246,0.999,6.00916985548,6.04710524016,6.06392045496,0.69287615187,0.997227006039,0.512681900647,0.324080052085,0.163238047268
0.158489319246,0.63095734448,2.51188643151,0.999,7.71355413982,7.76224915937,7.78123925602,0.719434674577,0.997559502281,0.569579048741,0.286217576874,0.144203374385
0.158489319246,0.63095734448,3.98107170553,0.999,10.1614167557,10.2255649263,10.247784925,0.742729308653,0.997831726681,0.624688657558,0.249540005024,0.125771337418
0.158489319246,0.63095734448,6.3095734448,0.999,13.7220002705,13.8086261059,13.8355571213,0.762841121278,0.998053492521,0.676725987379,0.214903852256,0.108370160365
0.158489319246,0.63095734448,10,0.999,18.9635258824,19.0832410288,19.1170110005,0.7799788534,0.99823351194,0.72469631809,0.182972409085,0.0923312728249
0.158489319246,0.63095734448,15.8489319246,0.999,26.7651758256,26.934142133,26.9778629389,0.794436036994,0.998379382163,0.767949170233,0.154179617054,0.0778712127129
0.158489319246,0.63095734448,25.1188643151,0.999,38.4934345519,38.7364403717,38.794724603,0.806551092482,0.998497624823,0.806177401871,0.128730664943,0.0650919331864
0.158489319246,0.63095734448,39.8107170553,0.999,56.2801367867,56.6354285641,56.715183249,0.816675477786,0.998593768365,0.839373453962,0.10663113116,0.0539954148778
0.158489319246,0.63095734448,63.095734448,0.999,83.4613388537,83.9882232773,84.0998693222,0.825151577948,0.99867245876,0.867761189206,0.0877323865222,0.0445064242713
0.158489319246,0.63095734448,100,0.999,125.270610301,126.061433145,126.220776341,0.832299629894,0.998737583454,0.891721108606,0.0717814111246,0.0364974802692
0.158489319246,1,1,0.999,5.75091800146,5.78722306388,5.80290910509,0.698293744075,0.997296865945,0.416592637194,0.416592637194,0.166814725611
0.158489319246,1,1.58489319246,0.999,7.05982214366,7.10439020801,7.12084535396,0.730346111465,0.997689158361,0.473191940539,0.376170092194,0.150637967267
0.158489319246,1,2.51188643151,0.999,8.89829116575,8.95446533065,8.97230586426,0.758959585485,0.99801159993,0.530511207211,0.335224298986,0.134264493803
0.158489319246,1,3.98107170553,0.999,11.5149564653,11.5876494185,11.6076758676,0.784010157379,0.99827472361,0.587042437358,0.294834698348,0.118122864293
0.158489319246,1,6.3095734448,0.999,15.2880499682,15.3845621438,15.4078567915,0.805564933561,0.998488131869,0.641360845235,0.256021184724,0.102617970041
0.158489319246,1,10,0.999,20.7971098043,20.9284002121,20.9564735355,0.823841201548,0.998660398499,0.692261823394,0.219646142805,0.0880920338009
0.158489319246,1,15.8489319246,0.999,28.935565381,29.1182331754,29.1532455839,0.839156671046,0.998799021935,0.738853774636,0.186348045459,0.0747981799048
0.158489319246,1,25.1188643151,0.999,41.0878372779,41.3472213444,41.3923209349,0.851881736507,0.998910435812,0.780594685696,0.156515287645,0.062890026659
0.158489319246,1,39.8107170553,0.999,59.4083404683,59.7833803329,59.8432193302,0.86240076832,0.999000070552,0.817276232699,0.130297547683,0.0524262196176
0.158489319246,1,63.095734448,0.999,87.2615581232,87.8124330119,87.893958887,0.871085109758,0.999072451894,0.848970412239,0.107643953553,0.0433856342078
0.158489319246,1,100,0.999,129.916847071,130.737001217,130.850668599,0.878277188748,0.999131319826,0.875957580718,0.088354549766,0.0356878695162
0.158489319246,1.58489319246,1.58489319246,0.999,8.5028110236,8.55648855558,8.57302349102,0.764501433258,0.998071283082,0.431346490553,0.431346490553,0.137307018895
0.158489319246,1.58489319246,2.51188643151,0.999,10.5100827294,10.5764319991,10.5935477424,0.794935114286,0.998384323762,0.488316473621,0.38812866132,0.123554865059
0.158489319246,1.58489319246,3.98107170553,0.999,13.339258017,13.4234676327,13.4417677347,0.82147934425,0.998638564332,0.545609740206,0.344656399229,0.109733860565
0.158489319246,1.58489319246,6.3095734448,0.999,17.3798857441,17.4896035033,17.5098540118,0.844188825554,0.998843479311,0.601724980519,0.30207118151,0.0962038379707
0.158489319246,1.58489319246,10,0.999,23.2257512136,23.3723734307,23.3955911343,0.863296546961,0.999007603463,0.655282981012,0.261421703073,0.0832953159145
0.158489319246,1.58489319246,15.8489319246,0.999,31.788219961,31.9888963243,32.0164802505,0.879155825485,0.999138446011,0.705154151748,0.223566989173,0.0712788590787
0.158489319246,1.58489319246,25.1188643151,0.999,44.4742928136,44.7550552894,44.7889845629,0.892182513373,0.999242463882,0.750537141239,0.189116663147,0.0603461956136
0.158489319246,1.58489319246,39.8107170553,0.999,63.4668115918,63.8674722438,63.910605865,0.902807170495,0.999325094473,0.79098073068,0.158414303556,0.0506049657633
0.158489319246,1.58489319246,63.095734448,0.999,92.1660467473,92.7478832609,92.8044163036,0.911441511918,0.999390836719,0.826356371887,0.131558298605,0.0420853295084
0.158489319246,1.58489319246,100,0.999,135.886408626,136.744248113,136.8204074,0.918458900142,0.999443363101,0.856798103771,0.108447486196,0.0347544100329
0.158489319246,2.51188643151,2.51188643151,0.999,12.7298644232,12.8102269883,12.8270529396,0.826873051966,0.99868824497,0.443855282245,0.443855282245,0.11228943551
0.158489319246,2.51188643151,3.98107170553,0.999,15.826573935,15.9264857673,15.9434906332,0.854555711903,0.998933428926,0.501060998396,0.398202033102,0.100736968502
0.158489319246,2.51188643151,6.3095734448,0.999,20.2040072956,20.331553497,20.349272097,0.878025510795,0.999129275983,0.558255043894,0.352549060294,0.0891958958121
0.158489319246,2.51188643151,10,0.999,26.4738859358,26.6410133546,26.6600923267,0.897538575305,0.999284362115,0.613949896255,0.308086087473,0.077964016272
0.158489319246,2.51188643151,15.8489319246,0.999,35.5701556389,35.7947070444,35.8159706234,0.913497629248,0.99940631013,0.666811421196,0.265880236462,0.0673083423425
0.158489319246,2.51188643151,25.1188643151,0.999,48.9282440792,49.2371239754,49.2616702754,0.926381609205,0.999501716043,0.715777205863,0.226781452034,0.0574413421033
0.158489319246,2.51188643151,39.8107170553,0.999,68.7667803581,69.2008992679,69.2302431111,0.936685649443,0.999576141266,0.760122812837,0.191369542556,0.0485076446079
0.158489319246,2.51188643151,63.095734448,0.999,98.531088444,99.1531069313,99.1893937844,0.944878385646,0.999634165996,0.79947175192,0.159946198607,0.0405820494723
0.158489319246,2.51188643151,100,0.999,143.5922977,144.498783817,144.545112259,0.951377273395,0.999679488008,0.833759214261,0.132563965204,0.0336768205344
0.158489319246,3.98107170553,3.98107170553,0.999,19.2600890803,19.3816764053,19.3977929559,0.882962258407,0.999169155447,0.454340241752,0.454340241752,0.0913195164962
0.158489319246,3.98107170553,6.3095734448,0.999,24.0615356116,24.2134340653,24.2290597506,0.906725769177,0.999355084953,0.511690307942,0.406599326933,0.0817103651253
0.158489319246,3.98107170553,10,0.999,30.8652152074,31.0600647192,31.0756061514,0.926130697635,0.999499883214,0.568749975782,0.359091406011,0.0721586182072
0.158489319246,3.98107170553,15.8489319246,0.999,40.6335004982,40.8900163747,40.9059135969,0.941642959875,0.999611371053,0.624048722826,0.313043171816,0.0629081053578
0.158489319246,3.98107170553,25.1188643151,0.999,54.8376064393,55.1837916438,55.2005507058,0.953824695639,0.999696396834,0.676294271011,0.269532729963,0.0541729990265
0.158489319246,3.98107170553,39.8107170553,0.999,75.7412156485,76.2193635826,76.2376015555,0.963258479615,0.999760774571,0.724482507666,0.229397963034,0.0461195292999
0.158489319246,3.98107170553,63.095734448,0.999,106.846371112,107.52088328,107.541392034,0.970491890731,0.999809294329,0.767953300942,0.193189990599,0.0388567084588
0.158489319246,3.98107170553,100,0.999,153.595607205,154.565243375,154.589081739,0.976005057499,0.999845795291,0.806390934867,0.161172791523,0.0324362736096
0.158489319246,6.3095734448,6.3095734448,0.999,29.3967830985,29.5823625216,29.5962681163,0.930292535763,0.999530157157,0.463046323935,0.463046323935,0.0739073521309
0.158489319246,6.3095734448,10,0.999,36.8724782821,37.1052511412,37.1177504862,0.949038884916,0.999663251548,0.520481483397,0.413539640327,0.0659788762762
0.158489319246,6.3095734448,15.8489319246,0.999,47.4867810736,47.7865611348,47.7979162051,0.963504377622,0.999762435872,0.577396865055,0.364472568509,0.0581305664362
0.158489319246,6.3095734448,25.1188643151,0.999,62.755959945,63.1521330502,63.1625608242,0.9743537839,0.999834905775,0.632339610467,0.317099886456,0.0505605030774
0.158489319246,6.3095734448,39.8107170553,0.999,85.0004165316,85.5370170234,85.5466959438,0.982282106627,0.999886858046,0.684054692359,0.272505633219,0.043439674422
0.158489319246,6.3095734448,63.095734448,0.999,117.793598832,118.53721993,118.54629583,0.987942158838,0.99992344003,0.731587447307,0.231514603886,0.036897948807
0.158489319246,6.3095734448,100,0.999,166.667934805,167.720095482,167.728686904,0.991900631811,0.999948777863,0.774330748936,0.194651618296,0.0310176327684
0.158489319246,10,10,0.999,45.1941909664,45.4794980989,45.4893570757,0.966598547168,0.999783268494,0.470220209809,0.470220209809,0.0595595803823
0.158489319246,10,15.8489319246,0.999,56.8735666883,57.2326047389,57.2401464505,0.979426819514,0.999868244369,0.527703883601,0.419236104882,0.0530600115168
0.158489319246,10,25.1188643151,0.999,73.4835929371,73.9474886886,73.9529777456,0.988305848633,0.99992577639,0.584480578788,0.368870929623,0.0466484915893
0.158489319246,10,39.8107170553,0.999,97.4160763606,98.0310558702,98.0347267447,0.994066318346,0.999962555366,0.639114229396,0.320400736213,0.0404850343913
0.158489319246,10,63.095734448,0.999,132.334358541,133.169774234,133.171873155,0.997493869997,0.99998423901,0.690381968254,0.274912265347,0.0347057663982
0.158489319246,10,100,0.999,183.884036757,185.04488124,185.045730163,0.999269236325,0.999995412359,0.73737035055,0.233217481169,0.0294121682808
0.158489319246,15.8489319246,15.8489319246,0.999,69.8937897875,70.3350234132,70.3394350636,0.990100533604,0.999937280553,0.476095694751,0.476095694751,0.0478086104977
0.158489319246,15.8489319246,25.1188643151,0.999,88.1918428732,88.7485905714,88.7505844018,0.99643156932,0.999977534453,0.533606692796,0.423885960869,0.0425073463345
0.158489319246,15.8489319246,39.8107170553,0.999,114.249426177,114.970673211,114.971103755,0.999403412526,0.9999962552,0.590258868835,0.37244798148,0.0372931496847
0.158489319246,15.8489319246,63.095734448,0.999,151.843050601,152.801623028,152.80166216,0.999959178075,0.999999743901,0.644631251919,0.323073962889,0.032294785192
0.158489319246,15.8489319246,100,0.999,206.760785151,208.066048625,208.067458024,0.998921383365,0.99999322624,0.695528105214,0.27685142259,0.0276204721958
0.158489319246,25.1188643151,25.1188643151,0.999,108.61499584,109.300673187,109.300839623,0.999757327528,0.999998477272,0.480885196923,0.480885196923,0.0382296061533
0.158489319246,25.1188643151,39.8107170553,0.999,137.347921386,138.21498728,138.215484562,0.999426806002,0.999996402125,0.538412369956,0.427665333212,0.0339222968312
0.158489319246,25.1188643151,63.095734448,0.999,178.309602143,179.435255688,179.439143745,0.996557845466,0.999978332171,0.594958080935,0.375345594031,0.0296963250338
0.158489319246,25.1188643151,100,0.999,237.467468401,238.966580588,238.978459287,0.992138470548,0.999950293849,0.649114393823,0.325230545905,0.0256550602717
0.158489319246,39.8107170553,39.8107170553,0.999,169.448903267,170.518619964,170.523524124,0.995436380577,0.999971240563,0.484775824687,0.484775824687,0.0304483506267
0.158489319246,39.8107170553,63.095734448,0.999,214.650715731,216.005787675,216.021231705,0.98873122954,0.999928506889,0.542314278818,0.430727341424,0.026958379758
0.158489319246,39.8107170553,100,0.999,279.146591545,280.908820536,280.943903254,0.980480449048,0.999875125543,0.598772458626,0.377685574454,0.0235419669204
0.158489319246,63.095734448,63.095734448,0.999,265.190537752,266.864663348,266.902402772,0.977954205463,0.999858602155,0.487928536578,0.487928536578,0.0241429268437
0.158489319246,63.095734448,100,0.999,336.406569444,338.530275867,338.605976127,0.965581508771,0.999776435548,0.545477010257,0.433202361761,0.0213206279814
0.158489319246,100,100,0.999,416.082776141,418.709471767,418.850705968,0.948974789863,0.999662805389,0.49047919782,0.49047919782,0.0190416043603
0.251188643151,0.251188643151,0.251188643151,0.999,2.26069778836,2.27496938366,2.28748735783,0.532729550382,0.994527631321,0.333333333333,0.333333333333,0.333333333333
0.251188643151,0.251188643151,0.398107170553,0.999,2.66777280722,2.68461423293,2.69748979813,0.566727154939,0.995226834517,0.385939909756,0.307030045122,0.307030045122
0.251188643151,0.251188643151,0.63095734448,0.999,3.2281405993,3.24851957982,3.2621709883,0.598846534485,0.995815238217,0.441421507149,0.279289246425,0.279289246425
0.251188643151,0.251188643151,1,0.999,4.00950350711,4.03481516606,4.04977198345,0.628572552247,0.996306750738,0.498443787003,0.250778106499,0.250778106499
0.251188643151,0.251188643151,1.58489319246,0.999,5.11347714299,5.14575809479,5.16272029902,0.655541894603,0.996714483209,0.555519966621,0.222240016689,0.222240016689
0.251188643151,0.251188643151,2.51188643151,0.999,6.69395394301,6.73621231213,6.75613876527,0.679560825147,0.997050615178,0.611160846316,0.194419576842,0.194419576842
0.251188643151,0.251188643151,3.98107170553,0.999,8.98582627814,9.04255304486,9.06679516038,0.700599602532,0.99732627515,0.664025352269,0.167987323866,0.167987323866
0.251188643151,0.251188643151,6.3095734448,0.999,12.3500296646,12.4279943648,12.4584995435,0.718768205438,0.99755145645,0.713040313703,0.143479843148,0.143479843148
0.251188643151,0.251188643151,10,0.999,17.3443273424,17.4538206245,17.4934435748,0.734281441255,0.997734982813,0.75746870513,0.121265647435,0.121265647435
0.251188643151,0.251188643151,15.8489319246,0.999,24.8347357571,24.9915153585,25.0444962965,0.747421806887,0.997884527706,0.796921562673,0.101539218663,0.101539218663
0.251188643151,0.251188643151,25.1188643151,0.999,36.1711646137,36.3995101385,36.4722108764,0.758506425995,0.998006681356,0.831323181682,0.0843384091588,0.0843384091588
0.251188643151,0.251188643151,39.8107170553,0.999,53.4645822686,53.8020996869,53.904137363,0.76786146396,0.998107052981,0.860847214119,0.0695763929406,0.0695763929406
0.251188643151,0.251188643151,63.095734448,0.999,80.0247758428,80.5299655327,80.6759572622,0.775804829217,0.998190393588,0.885842116445,0.0570789417774,0.0570789417774
0.251188643151,0.251188643151,100,0.999,121.052243918,121.816436568,122.028677899,0.782636271813,0.998260725806,0.90676029563,0.0466198521852,0.0466198521852
0.251188643151,0.398107170553,0.398107170553,0.999,3.10852838943,3.12815226812,3.14105530769,0.603311956366,0.995892132324,0.357715638666,0.357715638666,0.284568722668
0.251188643151,0.398107170553,0.63095734448,0.999,3.71129749858,3.73472660804,3.74802571615,0.637904886383,0.996451703078,0.411875316597,0.327552199649,0.260572483754
0.251188643151,0.398107170553,1,0.999,4.54604050195,4.57473927389,4.58887926841,0.669925264249,0.996918638802,0.468306065012,0.296120326788,0.2355736082
0.251188643151,0.398107170553,1.58489319246,0.999,5.71721569661,5.7533079992,5.76885308219,0.698956815655,0.997305342541,0.525584155399,0.26421374961,0.210202094991
0.251188643151,0.398107170553,2.51188643151,0.999,7.3822942467,7.42889805036,7.4465956799,0.724770838471,0.997623393252,0.582201893075,0.232672982553,0.185125124372
0.251188643151,0.398107170553,3.98107170553,0.999,9.78067387486,9.84241844771,9.86329494034,0.747322398876,0.997883415963,0.636722105761,0.202299227284,0.160978666956
0.251188643151,0.398107170553,6.3095734448,0.999,13.2789619991,13.3627909711,13.3882959476,0.766724087989,0.998094979625,0.687917699502,0.17377659624,0.138305704258
