rank,regime,beta12,beta13,beta23,alpha,T,x1,x2,x3,float_err_dT_b12,float_err_dT_b13,float_err_dT_b23,float_err_dT_alpha,float_err_dx_max,hess_min_eig,hess_cond,hp_err_dT_b12,hp_err_dT_b13,hp_err_dT_b23,hp_err_dT_alpha,hp_err_euler,dx1_dalpha_fd,dx2_dalpha_fd,dx3_dalpha_fd
175,near_23,0.5616337607,0.1508136286,0.3930336632,0.666668036051,6.52612533106e+16,0.3333333537,0.3333331531,0.3333334932,2.26e-06,4.28e-06,1.79e-06,2.83e-07,2.32e-07,0.3333,3,2.05e-36,1.5e-35,9.45e-36,1.75e-28,8.84e-41,0.0148368,-0.13161,0.116773
176,near_23,2.783102269,1.383279837,0.4174984537,0.666666898032,1.35313253113e+19,0.333333178,0.3333333131,0.3333335089,1.04e-06,4.72e-08,4.23e-06,2.8e-07,1.52e-06,0.3333,3,7.83e-36,1.33e-35,8.74e-36,1.75e-28,5.52e-40,-0.671384,-0.0874733,0.758857
177,near_23,0.6500332583,0.5790456743,7.670701089,0.666667568155,2.28747797893e+17,0.3333358972,0.333332032,0.3333320707,9.43e-07,4.19e-06,5.89e-08,2.8e-07,1.53e-07,0.3333,3,1.75e-37,1.26e-37,4.68e-37,1.75e-28,2.09e-40,2.84404,-1.44348,-1.40056
178,near_23,0.2904195857,0.7668853682,7.639559521,0.666666853541,2.56794096644e+19,0.3333338689,0.3333330924,0.3333330386,3.48e-06,4.16e-06,2.73e-07,2.6e-07,1.2e-06,0.3333,3,4.55e-35,2.07e-35,2.51e-36,1.75e-28,2.59e-41,2.86616,-1.28904,-1.57711
179,near_23,7.315279528,3.854533801,0.6428083987,0.666666786049,9.84941893028e+19,0.3333330955,0.3333333273,0.3333335771,8.58e-07,4.13e-06,2.55e-06,2.55e-07,1.66e-06,0.3333,3,4.38e-36,6.74e-36,3.94e-35,1.75e-28,5.56e-40,-1.99199,-0.0501838,2.04217
180,near_23,0.03013132047,1.175412664,0.365451166,0.666668192044,4.72172406222e+16,0.3333331874,0.3333339344,0.3333328782,3.88e-06,7.07e-07,2.34e-06,2.75e-07,1.64e-06,0.3333,3,4.33e-35,1.88e-40,3.03e-37,1.75e-28,4.21e-41,-0.0956556,0.394047,-0.298391
181,near_23,0.3651748265,4.613690026,0.01937002418,0.666681225474,5.43118934476e+13,0.3333188397,0.3333592767,0.3333218836,2.82e-08,3.71e-09,3.86e-06,2.8e-07,3.27e-07,0.3333,3,7.82e-38,1.68e-38,1.02e-35,1.75e-28,6.84e-42,-0.99545,1.78181,-0.786365
182,near_23,0.08915190455,0.06237330193,0.1715187379,0.666673804223,4.6086847508e+14,0.3333336088,0.3333331378,0.3333332534,5.46e-07,3.83e-06,4.21e-07,2.8e-07,3.18e-07,0.3333,3,2.2e-36,1.37e-36,5.99e-36,1.75e-28,1.29e-41,0.0385973,-0.0273941,-0.0112032
183,near_23,4.311882656,1.23049469,1.328326469,0.666666888669,1.53166326233e+19,0.3333332042,0.3333331911,0.3333336047,4.06e-07,1.83e-06,3.71e-06,2.47e-07,1.2e-07,0.3333,3,1.45e-36,1.16e-35,1.66e-35,1.75e-28,6.33e-40,-0.581567,-0.640717,1.22228
184,near_23,1.512748049,2.284199374,0.2412650876,0.666667465018,3.29344905265e+17,0.3333328001,0.3333337862,0.3333334138,4.75e-07,2.53e-07,3.63e-06,2.74e-07,1.1e-06,0.3333,3,5.9e-37,2.39e-37,4.99e-36,1.75e-28,7.57e-41,-0.667964,0.56719,0.100774
185,near_23,1.483731413,0.277008168,1.558272022,0.666667056622,2.82611362553e+18,0.3333334399,0.3333331378,0.3333334223,1.98e-06,3.61e-06,1.32e-06,2.95e-07,4.22e-07,0.3333,3,5.19e-37,4.44e-35,2.19e-36,1.75e-28,1.67e-40,0.273239,-0.501412,0.228172
186,near_23,2.723187884,0.5272706332,2.182345267,0.666667652507,1.74910558559e+17,0.3333335547,0.3333325682,0.3333338771,5.06e-07,3.58e-06,6.35e-07,2.73e-07,1.7e-07,0.3333,3,1.46e-37,7.03e-36,2.3e-36,1.75e-28,2.93e-40,0.224555,-0.776099,0.551544
187,near_23,1.697623536,1.671740521,0.920636529,0.66666741686,3.969301359e+17,0.3333331023,0.333333443,0.3333334547,5.67e-07,1.33e-06,3.53e-06,2.71e-07,1.09e-07,0.3333,3,1.67e-36,1.75e-36,3.73e-36,1.75e-28,1.34e-40,-0.30796,0.146156,0.161805
188,near_23,0.6950263036,0.5364043246,0.2032241059,0.666666987432,5.07774125855e+18,0.33333328,0.3333333446,0.3333333754,3.52e-06,6.52e-07,1.08e-06,3.09e-07,1.68e-06,0.3333,3,1.96e-35,3.95e-35,3.6e-35,1.75e-28,2.82e-41,-0.166262,0.0351793,0.131082
189,near_23,0.9503134221,7.191361753,0.2717946093,0.666666854653,2.52263894193e+19,0.3333330455,0.3333338319,0.3333331226,3.46e-06,9.26e-07,2.55e-06,3.52e-07,2.14e-06,0.3333,3,2.94e-36,1.48e-36,5.95e-35,1.75e-28,6.28e-40,-1.53126,2.65229,-1.12103
190,near_23,0.3091484537,9.847794322,0.03475362592,0.666672227867,9.74461334241e+14,0.3333220286,0.3333550202,0.3333229512,2.03e-08,1e-08,3.45e-06,2.81e-07,6.58e-07,0.3333,3,1.25e-36,3.15e-39,2.14e-35,1.75e-28,2.89e-41,-2.03262,3.89934,-1.86672
191,near_23,1.639591073,17.87332982,0.2867912582,0.666667818599,1.09639613589e+17,0.3333289367,0.3333411845,0.3333298788,4.21e-07,3.78e-08,3.42e-06,2.77e-07,4.02e-07,0.3333,3,1.47e-36,1.3e-37,1.33e-35,1.75e-28,3.18e-41,-3.81666,6.81542,-2.99876
192,symmetric,0.005080565276,0.005080565276,0.005080565276,0.949893605159,0.81430733367,0.3333333333,0.3333333333,0.3333333333,3.8e-12,3.19e-12,3.19e-12,4.1e-12,3.42e-06,0.3208,3,2.16e-38,2.16e-38,2.16e-38,4.05e-31,1.66e-45,0,0,0
193,symmetric,0.0765588596,0.0765588596,0.0765588596,0.993308716515,0.789049240692,0.3333333333,0.3333333333,0.3333333333,1.14e-12,3.44e-14,3.44e-14,2.03e-11,3.35e-06,0.2293,3,7.24e-35,7.24e-35,7.24e-35,4.69e-35,6.13e-46,0,0,0
194,near_23,1.120422637,0.799643038,1.013542133,0.666667104688,1.99410376552e+18,0.3333333428,0.3333332861,0.3333333711,1.81e-06,3.31e-06,1.93e-06,2.73e-07,1.22e-07,0.3333,3,6.23e-36,2.28e-36,5.11e-37,1.75e-28,3.75e-40,0.0215678,-0.107755,0.0861877
195,near_23,1.189469942,7.807037744,0.05379257963,0.666669594106,6.68014892264e+15,0.3333280892,0.3333418115,0.3333300993,3.8e-08,5.63e-08,3.31e-06,2.78e-07,6.35e-07,0.3333,3,1.53e-36,2.07e-37,1.05e-35,1.75e-28,4.32e-41,-1.79131,2.89599,-1.10468
196,near_23,2.546816916,0.5247872817,0.9870077249,0.666666902661,1.27504636619e+19,0.3333332811,0.3333332152,0.3333335037,7.02e-07,6.62e-07,3.3e-06,2.48e-07,6.48e-07,0.3333,3,2.08e-36,2.11e-35,6.54e-36,1.75e-28,6.72e-40,-0.2212,-0.500659,0.721859
197,near_23,3.758800749,1.086985406,0.9448904284,0.666666978551,5.52400868987e+18,0.3333331475,0.3333331743,0.3333336781,4.7e-07,7.84e-07,3.24e-06,3.15e-07,3.61e-07,0.3333,3,9.75e-37,3.15e-37,1.01e-35,1.75e-28,6.87e-41,-0.595731,-0.509821,1.10555
198,near_23,0.6900837596,0.505371328,0.03362944326,0.66666710101,2.04518277238e+18,0.3333332346,0.3333333585,0.333333407,3.12e-06,2.96e-06,3.23e-06,2.98e-07,2.34e-06,0.3333,3,2.59e-35,1.31e-35,2.74e-35,1.75e-28,1.78e-40,-0.227369,0.0578461,0.169523
199,near_23,16.98386041,0.3059899608,0.203871805,0.66666686156,2.26383514185e+19,0.3333326703,0.3333326823,0.3333346475,5.57e-09,1.27e-06,1.5e-06,2.71e-07,3.21e-06,0.3333,3,2.42e-37,5.86e-35,2.87e-35,1.75e-28,1.23e-41,-3.40227,-3.34053,6.7428
200,near_23,1.788510318,2.542080842,1.888098263,0.666666782319,1.08335583532e+20,0.3333333204,0.3333333661,0.3333333134,3.2e-06,2.45e-06,6.48e-07,3.02e-07,3.12e-07,0.3333,3,2.01e-35,2.35e-35,8.36e-36,1.75e-28,9.45e-40,-0.111729,0.283668,-0.17194
201,near_23,0.06472033651,0.2274365074,0.2861088319,0.666667894565,9.05199583421e+16,0.3333334026,0.3333333591,0.3333332383,8.63e-07,2.37e-07,3.17e-06,2.86e-07,7.35e-07,0.3333,3,6.68e-35,1.09e-35,8.41e-36,1.75e-28,6e-41,0.0564419,0.0209684,-0.0774103
202,near_23,0.2916796516,1.943863561,2.173447868,0.666668368756,3.39851204807e+16,0.3333340576,0.3333338213,0.3333321211,3.15e-06,1.27e-07,3.35e-07,2.79e-07,2.65e-07,0.3333,3,4.22e-36,1.24e-37,1.13e-36,1.75e-28,7.6e-41,0.425505,0.2867,-0.712205
203,near_23,7.950741308,0.2499161208,0.5984972401,0.666667796396,1.16229332824e+17,0.3333317388,0.3333315007,0.3333367605,1.28e-07,3.12e-06,1.37e-06,2.8e-07,2.19e-07,0.3333,3,1.79e-37,4.59e-36,1.15e-36,1.75e-28,7e-41,-1.41143,-1.62218,3.03361
204,near_23,0.2991077551,0.4450960132,2.453671282,0.666668246865,4.24716901047e+16,0.3333346591,0.3333327402,0.3333326007,3.11e-06,2.05e-06,5.4e-08,2.81e-07,3.75e-07,0.3333,3,7.62e-36,1.62e-36,1.27e-36,1.75e-28,5.85e-43,0.839005,-0.37537,-0.463635
205,near_23,1.223501318,1.391549656,1.397218848,0.666666878203,1.77041649447e+19,0.333333341,0.3333333403,0.3333333188,3.31e-07,7.47e-07,3.1e-06,2.88e-07,3.33e-07,0.3333,3,2.47e-36,1.68e-35,1.01e-35,1.75e-28,2.26e-40,0.0361524,0.0327248,-0.0688771
206,near_23,0.03896409126,0.2383142315,0.372149209,0.666669851546,5.18741903617e+15,0.3333336331,0.3333333754,0.3333329915,3.1e-06,1.82e-07,9.85e-07,2.8e-07,1.21e-06,0.3333,3,3.7e-35,2.6e-36,5.45e-37,1.75e-28,8.86e-42,0.0941212,0.0132038,-0.107325
207,near_23,0.6857758529,0.3980192258,1.457768754,0.666668088518,5.830031686e+16,0.3333338582,0.3333329472,0.3333331946,7.32e-07,3.1e-06,2.31e-07,2.81e-07,1.67e-07,0.3333,3,2.5e-36,1.93e-36,5.25e-37,1.75e-28,9.54e-41,0.369156,-0.271567,-0.0975891
208,near_23,0.5519583613,0.1740858724,6.647686383,0.66666739716,4.29919648258e+17,0.3333351838,0.3333323247,0.3333324916,6.73e-07,3.09e-06,1.47e-07,2.68e-07,3.01e-07,0.3333,3,6.66e-36,1.41e-35,2.51e-37,1.75e-28,5.23e-41,2.5331,-1.38078,-1.15232
209,near_23,0.6737311394,0.1938607173,0.1668945574,0.666666945489,7.73127502664e+18,0.3333333033,0.3333333079,0.3333333888,1.62e-07,2.65e-07,2.03e-06,2.83e-07,3.08e-06,0.3333,3,3.46e-36,1.8e-35,1.94e-35,1.75e-28,6.36e-40,-0.107579,-0.0912753,0.198854
210,near_23,0.609919193,2.388629154,0.3213063692,0.666668462147,2.89529473148e+16,0.3333324808,0.333334725,0.3333327941,4.08e-08,4.24e-07,3.07e-06,2.76e-07,3.23e-07,0.3333,3,5.12e-36,1.73e-36,4.97e-36,1.75e-28,2.68e-41,-0.474796,0.775097,-0.3003
211,near_23,2.27048929,0.320568841,3.733281183,0.666667231399,9.30477747076e+17,0.3333338882,0.333332723,0.3333333888,7.87e-07,2.97e-06,7.18e-08,3.04e-07,5.53e-07,0.3333,3,8.26e-37,2.54e-35,5.77e-37,1.75e-28,1.01e-40,0.98257,-1.08074,0.0981744
212,near_23,0.4233446663,0.06305697453,0.8213661624,0.666667889451,9.16604662433e+16,0.3333336183,0.3333330577,0.333333324,2.28e-06,2.92e-06,6.08e-07,2.82e-07,8.75e-07,0.3333,3,6.33e-36,1.92e-35,3.02e-36,1.75e-28,7.49e-41,0.23304,-0.225435,-0.00760438
213,symmetric,0.01613069586,0.01613069586,0.01613069586,0.94700672264,1.10271324047,0.3333333333,0.3333333333,0.3333333333,1.92e-12,4.67e-12,4.67e-12,1.68e-11,2.9e-06,0.3056,3,4.74e-37,4.74e-37,4.74e-37,5.37e-31,2.1e-45,0,0,0
214,near_23,1.156273513,0.2715797474,0.1485467081,0.666667633656,1.85339457945e+17,0.333333113,0.3333331849,0.3333337021,6.96e-07,2.9e-06,1.29e-06,2.83e-07,7.17e-07,0.3333,3,5.78e-36,1.22e-35,2.3e-35,1.75e-28,3.1e-41,-0.227886,-0.1535,0.381386
215,near_23,0.4174205187,0.7156810886,1.409652633,0.666667627602,1.88864748232e+17,0.3333336599,0.3333332567,0.3333330834,2.89e-06,1.18e-06,3.32e-07,2.75e-07,1.96e-07,0.3333,3,2.26e-36,3.15e-36,1.29e-36,1.75e-28,9.95e-41,0.339826,-0.0797485,-0.260077
216,near_23,0.2448413895,0.3060354497,0.1915148291,0.666669360432,8.57336822709e+15,0.3333332422,0.3333334287,0.3333333291,1.97e-06,1.53e-06,2.88e-06,2.78e-07,2.76e-07,0.3333,3,3.48e-36,4.79e-36,3.52e-36,1.75e-28,4.94e-41,-0.0338271,0.0354127,-0.00158557
217,near_23,3.669141482,0.798120005,1.614995624,0.666666867154,2.07956277432e+19,0.3333332833,0.3333331843,0.3333335323,6.8e-07,2.86e-06,2.83e-07,3.21e-07,1.36e-06,0.3333,3,2.65e-36,1.93e-35,1.57e-35,1.75e-28,1.31e-39,-0.24935,-0.743233,0.992583
218,near_23,1.871914153,22.09075732,0.8195581938,0.666667201507,1.09539333309e+18,0.3333309272,0.3333378054,0.3333312675,1.3e-06,4.24e-08,2.83e-06,2.81e-07,3.07e-07,0.3333,3,1.89e-36,1.6e-37,1.83e-36,1.75e-28,1.14e-42,-4.49876,8.36127,-3.86251
219,near_23,0.5762666698,7.275122627,0.940877139,0.666666996722,4.66093240967e+18,0.3333329363,0.3333342003,0.3333328635,2.83e-06,2.21e-07,1.36e-06,3.12e-07,8.93e-07,0.3333,3,8.45e-36,1.56e-36,1.05e-36,1.75e-28,2.74e-40,-1.20307,2.62658,-1.42351
220,near_23,2.035583024,0.7870646207,9.813980166,0.666666843203,3.04603668542e+19,0.3333339312,0.3333329678,0.333333101,1.13e-06,2.79e-06,4.2e-08,2.35e-07,3.78e-07,0.3333,3,4.97e-37,1.61e-35,3.78e-37,1.75e-28,4.01e-40,3.38681,-2.07083,-1.31598
221,near_23,0.09188885062,1.671474596,0.4506513937,0.666668110645,5.56609767248e+16,0.3333330825,0.3333341483,0.3333327693,2.77e-06,4.28e-07,2.62e-07,2.79e-07,4.95e-07,0.3333,3,2.04e-35,2.36e-36,8.64e-36,1.75e-28,6.75e-42,-0.173733,0.564374,-0.390642
222,near_23,0.5831474151,2.223291999,0.2772445205,0.666667662423,1.69736345316e+17,0.3333328814,0.333334053,0.3333330656,2.74e-06,2.47e-07,6.41e-07,2.71e-07,4.91e-07,0.3333,3,1.3e-36,1.31e-36,8.28e-36,1.75e-28,7.97e-41,-0.453842,0.722734,-0.268892
223,near_23,1.939364728,3.800854212,0.1627421893,0.666668130469,5.34306375213e+16,0.333331736,0.3333349557,0.3333333083,2.33e-07,1.07e-07,2.72e-06,2.83e-07,2.8e-07,0.3333,3,1.58e-37,9.94e-37,3.66e-35,1.75e-28,2.4e-41,-1.09124,1.10833,-0.0170962
224,near_23,0.4239831748,0.5027035743,1.217043864,0.666669172312,1.06530680231e+16,0.3333340945,0.3333330124,0.3333328931,2.7e-06,8.34e-07,3e-07,2.78e-07,8.19e-08,0.3333,3,3.75e-36,1.23e-36,2.37e-37,1.75e-28,2.02e-41,0.303791,-0.128098,-0.175693
225,near_23,1.963517206,0.3035041688,0.6365879098,0.666667323111,5.9243217564e+17,0.3333332019,0.3333330697,0.3333337285,8.73e-08,1.36e-06,2.65e-06,2.9e-07,2.35e-07,0.3333,3,3.87e-36,2.93e-35,7.78e-36,1.75e-28,1.94e-40,-0.200292,-0.401675,0.601967
226,near_23,0.4706315624,5.462186595,0.6413742041,0.666667084431,2.29847612486e+18,0.3333329418,0.3333341595,0.3333328987,2.59e-06,4.53e-07,1.42e-06,2.95e-07,8.51e-07,0.3333,3,2.78e-35,9.97e-37,1.6e-35,1.75e-28,4.84e-40,-0.937137,1.9775,-1.04037
227,near_23,5.620162209,4.170594523,0.719770173,0.666666853269,2.57920479922e+19,0.3333330193,0.3333334086,0.3333335721,9.01e-07,1.04e-06,2.57e-06,3.25e-07,3.29e-07,0.3333,3,4.13e-36,4.59e-36,6.34e-36,1.75e-28,6.45e-41,-1.68304,0.40332,1.27972
228,near_23,0.02621346901,1.089419319,0.08380698671,0.666676689091,1.66460614914e+14,0.3333314185,0.3333375121,0.3333310695,2.52e-06,1.14e-07,1.25e-06,2.8e-07,7.28e-07,0.3333,3,1.45e-35,2.09e-37,4.33e-36,1.75e-28,1.41e-41,-0.191059,0.416941,-0.225882
229,near_23,2.06325994,3.917344449,2.432742616,0.666666911928,1.13591860705e+19,0.3333332782,0.3333334984,0.3333332234,2.59e-07,6.05e-07,2.51e-06,2.77e-07,3.34e-07,0.3333,3,5.35e-36,8.3e-36,9.35e-37,1.75e-28,4.16e-41,-0.224733,0.672854,-0.448121
230,near_23,0.670567195,0.5345048556,0.138787715,0.666667850459,1.01019564912e+17,0.3333331121,0.3333333953,0.3333334927,1.39e-06,2.62e-08,2.5e-06,2.82e-07,4.9e-07,0.3333,3,5.11e-37,2.95e-36,1.31e-35,1.75e-28,1.42e-40,-0.186922,0.0523293,0.134593
231,near_23,6.567603046,4.451980387,0.5106202855,0.666667088147,2.23822461358e+18,0.3333324841,0.3333334884,0.3333340275,1.98e-07,3.15e-07,2.5e-06,2.73e-07,3.89e-07,0.3333,3,7.7e-37,2.09e-36,1.63e-35,1.75e-28,1.82e-40,-2.01498,0.367949,1.64704
232,near_23,0.4252756213,0.8912167904,0.4220035115,0.666667614253,1.96959232384e+17,0.3333332431,0.3333335119,0.333333245,2.48e-06,8.64e-07,9.74e-07,2.75e-07,4.91e-07,0.3333,3,8.31e-37,3.39e-36,9.62e-36,1.75e-28,2.88e-40,-0.0952216,0.188465,-0.0932433
233,near_23,0.1461147935,0.1012079443,0.1753071246,0.666669603694,6.61463156601e+15,0.3333333945,0.3333332629,0.3333333426,1.93e-06,2.47e-06,9.49e-07,2.82e-07,4.25e-07,0.3333,3,4.36e-36,4.77e-36,6.65e-36,1.75e-28,1.06e-42,0.0208169,-0.023984,0.00316704
234,symmetric,0.06119851856,0.06119851856,0.06119851856,0.969728499347,1.09219729948,0.3333333333,0.3333333333,0.3333333333,9.28e-14,1.63e-12,1.63e-12,1.44e-11,2.45e-06,0.2567,3,2.35e-35,2.35e-35,2.35e-35,3.21e-32,2.63e-46,0,0,0
235,near_23,0.9441245822,0.9216593701,1.973293187,0.666666774719,1.32840489824e+20,0.3333333786,0.3333333099,0.3333333114,2.34e-06,1.76e-06,1.35e-06,1.61e-07,8.66e-07,0.3333,3,2.43e-35,1.06e-35,4.51e-36,1.75e-28,1.31e-40,0.419351,-0.216467,-0.202884
236,near_23,0.5389401031,2.88226507,0.6669882463,0.666667018758,3.83943615939e+18,0.3333331852,0.3333336568,0.333333158,2.29e-06,1.15e-07,9.38e-07,2.78e-07,5.09e-07,0.3333,3,2e-35,6.62e-37,1.12e-35,1.75e-28,4.47e-41,-0.420645,0.918708,-0.498063
237,near_23,0.7515266425,0.1112586248,0.7419327613,0.666667220697,9.85444314216e+17,0.3333334027,0.3333331914,0.3333334059,2.27e-06,1.04e-06,6.82e-07,2.96e-07,2.94e-07,0.3333,3,4.33e-36,1.81e-35,1.92e-36,1.75e-28,3.3e-41,0.125168,-0.256137,0.130969
238,near_23,0.2904641171,0.7610566219,0.5839240383,0.666667380339,4.61037722387e+17,0.3333333501,0.3333334265,0.3333332234,2.16e-06,8.87e-07,2.22e-06,2.9e-07,3.45e-07,0.3333,3,1.14e-35,9.76e-36,2.89e-36,1.75e-28,2.79e-40,0.0234439,0.130538,-0.153982
239,near_23,0.4706570845,2.698729659,0.6002054868,0.666668350966,3.50733777988e+16,0.333332665,0.333334802,0.3333325331,7.46e-07,1.9e-07,2.19e-06,2.85e-07,8.18e-08,0.3333,3,2.47e-36,6.26e-38,1.03e-36,1.75e-28,1.81e-42,-0.396809,0.871944,-0.475135
240,near_23,0.1468862687,3.249803894,0.05145360751,0.666672288009,9.43454244076e+14,0.3333296019,0.3333404718,0.3333299263,9.06e-07,5.25e-08,2.19e-06,2.78e-07,3.04e-07,0.3333,3,3.37e-36,4.74e-38,4.07e-37,1.75e-28,2.11e-41,-0.663784,1.26987,-0.606084
241,near_23,4.867548318,0.7573192867,39.38446974,0.66666767756,1.62237377434e+17,0.3333482338,0.3333246271,0.3333271392,1.04e-07,2.17e-06,3.19e-09,2.84e-07,1.08e-07,0.3333,3,6.22e-37,6.54e-36,1.74e-37,1.75e-28,2.44e-41,14.7388,-8.61189,-6.12688
242,near_23,0.1043795242,0.8006051243,0.08173121443,0.666667344007,5.39276175676e+17,0.3333332321,0.3333335265,0.3333332414,1.19e-06,1.89e-06,2.14e-06,2.78e-07,1.38e-06,0.3333,3,1.54e-34,9.62e-36,1.02e-34,1.75e-28,1.78e-40,-0.149442,0.28519,-0.135748
243,near_23,7.447538101,0.4931977246,1.92565705,0.666667750888,1.31487909982e+17,0.3333324398,0.3333315008,0.3333360594,2.17e-07,2.11e-06,5.43e-07,2.75e-07,8.32e-08,0.3333,3,7.39e-37,1.71e-36,1.75e-36,1.75e-28,7.73e-41,-0.824121,-1.69018,2.5143
244,near_23,1.73856489,0.01410056674,2.77038907,0.666709464562,2.13829153879e+12,0.3333660021,0.3332946886,0.3333393093,1.06e-08,2.11e-06,2.72e-10,2.8e-07,2.21e-07,0.3333,3,2.06e-38,8.24e-37,1.33e-38,1.75e-28,4.14e-43,0.763223,-0.902896,0.139673
245,near_23,2.092277212,3.970419556,0.4582528833,0.666668248868,4.2310968136e+16,0.3333316924,0.3333350521,0.3333332555,7.14e-07,2.15e-07,2.09e-06,2.8e-07,2.48e-07,0.3333,3,3.69e-38,2.71e-37,3.8e-36,1.75e-28,1.8e-40,-1.03711,1.0863,-0.04919
246,near_23,3.322724233,0.1796651644,0.4216755966,0.666670944663,2.14052010477e+15,0.3333310409,0.3333304149,0.3333385442,1.69e-08,2.09e-06,2.12e-07,2.81e-07,2.08e-07,0.3333,3,2.22e-37,5.64e-37,1.4e-36,1.75e-28,4.25e-41,-0.535864,-0.682185,1.21805
247,near_23,0.2093002098,0.345281093,1.241104894,0.666671530568,1.4563945456e+15,0.3333352229,0.3333325885,0.3333321886,2.08e-06,1.39e-07,3.8e-08,2.79e-07,9.25e-08,0.3333,3,3.81e-37,1.32e-36,5.45e-37,1.75e-28,3.35e-41,0.388481,-0.153133,-0.235348
248,near_23,2.932556588,0.809583701,0.1087571636,0.666668616547,2.26053971439e+16,0.3333319483,0.3333327745,0.3333352772,4.21e-07,9.39e-07,2.06e-06,2.75e-07,5.4e-07,0.3333,3,1.99e-37,2.34e-36,9.52e-36,1.75e-28,7.76e-41,-0.710324,-0.286602,0.996926
249,near_23,2.811298725,0.3502522124,0.05441259665,0.666675224079,2.67433877418e+14,0.3333280687,0.3333295993,0.333342332,9.61e-09,4.06e-07,2.06e-06,2.81e-07,1.65e-07,0.3333,3,2.09e-38,1.13e-37,7.09e-36,1.75e-28,1.47e-41,-0.615204,-0.436334,1.05154
250,near_23,1.05702943,10.41144756,3.953523128,0.666667001766,4.45363786649e+18,0.3333330928,0.3333344012,0.333332506,2.03e-06,4.46e-08,2.02e-06,2.53e-07,2.96e-07,0.3333,3,1.29e-35,3.22e-37,5.56e-37,1.75e-28,1.94e-40,-0.717729,3.18667,-2.46894
251,two_equal,0.00359887689,0.001150519231,0.00359887689,0.933718519582,1.38705539783,0.3346451022,0.3307097956,0.3346451022,2.78e-11,2.77e-12,1.99e-11,1.87e-11,2.03e-06,0.3302,2.977,9.1e-40,2.26e-40,7.83e-40,1.12e-30,8.76e-47,0.0386856,-0.0773712,0.0386856
252,near_23,5.785036169,0.5094991882,0.8586413841,0.666668707852,1.97058038347e+16,0.3333314504,0.3333310196,0.33333753,3.55e-08,2.01e-06,5.04e-08,2.83e-07,9.33e-08,0.3333,3,1.45e-37,9.7e-37,6.62e-37,1.75e-28,1.05e-41,-0.922431,-1.13352,2.05595
253,symmetric,0.003628780471,0.003628780471,0.003628780471,0.945733895632,0.924092559656,0.3333333333,0.3333333333,0.3333333333,5.1e-12,3.63e-12,3.63e-12,1.6e-11,1.99e-06,0.3252,3,3.8e-39,3.94e-39,3.91e-39,4.94e-31,1.75e-45,0,0,0
254,near_23,1.594471726,0.5849684456,0.5144744162,0.666667276293,7.39674965375e+17,0.333333192,0.333333218,0.33333359,8.06e-07,1.99e-06,1.64e-07,2.7e-07,4.33e-07,0.3333,3,3.23e-36,9.3e-36,3.36e-36,1.75e-28,2.61e-40,-0.231862,-0.189241,0.421103
255,near_23,1.17783528,1.992164166,0.7735207533,0.666667129525,1.69000982752e+18,0.3333331819,0.333333523,0.3333332951,1.19e-06,7.26e-07,1.97e-06,2.87e-07,4.1e-07,0.3333,3,9.95e-36,1.99e-37,8.39e-36,1.75e-28,1.82e-40,-0.327079,0.409711,-0.0826313
256,near_23,0.6735227802,0.04297011437,0.9193616294,0.666679144266,8.62661614437e+13,0.3333361554,0.3333295438,0.3333343008,1.26e-07,1.97e-06,4.27e-08,2.8e-07,2.07e-07,0.3333,3,3.76e-37,4.29e-36,3.78e-37,1.75e-28,7.44e-42,0.226171,-0.303708,0.0775373
257,near_23,0.2283880239,0.9306050325,0.9012642689,0.666669642415,6.35982215103e+15,0.3333337193,0.3333337721,0.3333325087,1.96e-06,1.13e-07,5.44e-08,2.77e-07,1.23e-07,0.3333,3,7.02e-37,1.16e-36,1.94e-36,1.75e-28,2.97e-41,0.129694,0.147434,-0.277128
258,two_equal,0.001992555433,0.001992555433,0.005450260288,0.932602953826,1.4457593071,0.3368677956,0.3315661022,0.3315661022,9.02e-12,5.39e-11,4.23e-12,6.13e-12,1.96e-06,0.3268,3.032,1.97e-40,1.97e-40,3.58e-39,1.21e-30,1.75e-46,0.101261,-0.0506306,-0.0506306
259,near_23,0.3637990296,9.567772862,6.047179853,0.66666783744,1.04430394073e+17,0.3333338437,0.3333363356,0.3333298207,1.95e-06,1.05e-07,1.22e-07,2.8e-07,6.13e-07,0.3333,3,7.09e-36,5.77e-37,1.74e-37,1.75e-28,3.08e-42,0.435892,2.56431,-3.00021
260,near_23,1.460141356,6.838323454,2.100332719,0.666667168419,1.32668658108e+18,0.333332919,0.3333343563,0.3333327248,1.25e-07,3.06e-07,1.94e-06,2.93e-07,2.55e-07,0.3333,3,3.99e-36,4.08e-37,2.46e-36,1.75e-28,2.32e-40,-0.82583,2.03872,-1.21289
261,near_23,0.7720845874,0.116189589,5.32148348,0.666669745819,5.74050754008e+15,0.3333393865,0.3333296962,0.3333309173,2.36e-07,1.88e-06,6.76e-08,2.85e-07,7.7e-08,0.3333,3,7.21e-37,9.35e-37,1.8e-37,1.75e-28,3.53e-41,1.9658,-1.18118,-0.784623
262,near_23,0.5416573674,0.8440064472,0.2862400554,0.666667501534,2.87991943775e+17,0.3333331965,0.3333334781,0.3333333254,7.28e-07,5.31e-07,1.87e-06,2.81e-07,2.78e-07,0.3333,3,3.21e-37,1.28e-36,1.67e-35,1.75e-28,5.33e-41,-0.163884,0.173342,-0.00945827
