rank,regime,beta12,beta13,beta23,alpha,T,x1,x2,x3,float_err_dT_b12,float_err_dT_b13,float_err_dT_b23,float_err_dT_alpha,float_err_dx_max,hess_min_eig,hess_cond,hp_err_dT_b12,hp_err_dT_b13,hp_err_dT_b23,hp_err_dT_alpha,hp_err_euler,dx1_dalpha_fd,dx2_dalpha_fd,dx3_dalpha_fd
0,near_23,1.234041516,0.02196941772,4.14210021,0.666666826772,4.08330545795e+19,0.3333335601,0.3333331613,0.3333332786,6.81e-06,0.000299,1.78e-06,2.76e-07,4.93e-05,0.3333,3,3.25e-36,1.92e-33,2.19e-36,1.75e-28,1.69e-39,1.41641,-1.07462,-0.341796
1,near_23,0.04544394662,0.8805805232,1.611607511,0.666666769749,1.52994482966e+20,0.3333333811,0.3333333355,0.3333332834,0.000205,8.32e-06,1.36e-06,1.93e-07,2.18e-05,0.3333,3,1.13e-33,3.81e-35,2.33e-35,1.75e-28,1.09e-39,0.46296,0.0209816,-0.483942
2,near_23,0.2180127285,0.04342937873,2.402870308,0.666666804127,6.45207795362e+19,0.3333334592,0.3333332631,0.3333332776,1.36e-05,0.000194,2.15e-07,3.29e-07,2.06e-05,0.3333,3,9.07e-35,1.87e-34,1.13e-35,1.75e-28,1.85e-39,0.915827,-0.51069,-0.405137
3,near_23,0.4252714834,0.2861852321,0.01271888139,0.666667034983,3.35405058759e+18,0.3333332824,0.3333333433,0.3333333743,1.14e-07,6.46e-06,0.000185,2.8e-07,1.09e-05,0.3333,3,2.31e-35,3.59e-36,2.9e-34,1.75e-28,7.35e-41,-0.138256,0.0270821,0.111174
4,near_23,0.6806669279,2.553839588,0.1418399669,0.666666869259,2.01539734763e+19,0.3333332129,0.3333335083,0.3333332789,7.05e-06,3.65e-06,0.000119,2.8e-07,3.51e-06,0.3333,3,1.64e-35,2.65e-36,5.39e-35,1.75e-28,1.19e-40,-0.594689,0.863604,-0.268915
5,near_23,0.2298361466,2.747802863,0.4082565152,0.66666676889,1.5688455669e+20,0.3333332888,0.3333334334,0.3333332778,0.000115,5.63e-07,5.58e-06,2.84e-07,4.42e-06,0.3333,3,3.41e-34,1.17e-35,8.55e-35,1.75e-28,2.79e-40,-0.435539,0.97895,-0.543412
6,near_23,8.854499477,0.6460482989,0.1320087511,0.666666788455,9.2771033311e+19,0.3333331066,0.3333331445,0.3333337489,1.01e-06,2.55e-05,0.000109,2.79e-07,2.46e-06,0.3333,3,2.48e-37,7.74e-35,2.45e-34,1.75e-28,1.25e-39,-1.86146,-1.55067,3.41214
7,near_23,0.7817267832,0.2198594461,0.0243741607,0.666666833076,3.63664722654e+19,0.3333333014,0.333333321,0.3333333776,4.85e-06,1.85e-05,0.000109,3.24e-07,1.69e-05,0.3333,3,1.33e-36,1.14e-34,1.12e-33,1.75e-28,2.5e-40,-0.192029,-0.0738382,0.265867
8,anisotropic,0.007937204073,0.0002945061045,0.003455136445,0.936647086792,1.27887841344,0.3326609553,0.3271270706,0.3402119741,2.14e-13,1.17e-11,1.92e-11,1.65e-11,9.46e-05,0.3333,2.882,2.17e-38,2.57e-40,9.73e-40,9.37e-31,1.05e-45,-0.0177163,-0.18698,0.204696
9,near_23,0.08124642252,3.875189161,0.02277741755,0.666666850562,2.69475098592e+19,0.3333331884,0.3333336167,0.3333331949,1.37e-05,1.19e-06,9.16e-05,2.41e-07,4.18e-06,0.3333,3,7.75e-35,4.14e-36,1e-33,1.75e-28,5.21e-40,-0.788171,1.54099,-0.752821
10,near_23,0.3587916788,1.272773782,0.06433369626,0.666666807154,6.04392322554e+19,0.3333332908,0.3333333934,0.3333333158,8.52e-06,3.8e-06,8.56e-05,2.87e-07,3.45e-06,0.3333,3,4.7e-35,5.02e-36,6.73e-34,1.75e-28,1.59e-39,-0.302884,0.427739,-0.124855
11,near_23,132.482742,1.683867165,0.2677632858,0.666666773826,1.36191777762e+20,0.3333304475,0.3333305392,0.3333390133,5.92e-08,1.42e-06,8.07e-05,2.38e-07,2.99e-06,0.3333,3,1.56e-37,3.41e-35,1.12e-34,1.75e-28,1.88e-40,-26.9297,-26.0736,53.0033
12,near_23,1.065313412,0.0266820752,0.7440124729,0.666666772971,1.39500412206e+20,0.3333333418,0.3333332957,0.3333333625,1.4e-05,7.65e-05,3.28e-05,2.51e-07,4.62e-05,0.3333,3,3.25e-35,2.62e-34,3.04e-35,1.75e-28,7.16e-40,0.0798131,-0.353885,0.274072
13,near_23,0.1592147408,0.5911857644,6.344182271,0.666666774774,1.32636512648e+20,0.3333335934,0.3333332174,0.3333331892,7.51e-05,2.22e-06,1.08e-06,3.37e-07,7.9e-06,0.3333,3,2.92e-35,1.77e-35,1.46e-36,1.75e-28,2.97e-41,2.40589,-1.07236,-1.33353
14,near_23,0.1122804111,0.3019792393,0.1785690909,0.666666873131,1.90413732038e+19,0.333333331,0.3333333464,0.3333333227,7e-05,1.52e-05,2.59e-06,2.53e-07,4.11e-06,0.3333,3,1.48e-35,2.96e-36,8.61e-36,1.75e-28,9e-40,-0.0115119,0.0631019,-0.0515901
15,near_23,1.734187536,0.1190180713,0.5772498544,0.666666775048,1.31632894724e+20,0.3333333181,0.333333288,0.3333333939,6.89e-07,6.37e-05,1.35e-05,2.8e-07,6.53e-06,0.3333,3,1.93e-35,3.37e-34,7.03e-35,1.75e-28,2.42e-40,-0.140812,-0.417859,0.558672
16,near_23,0.0177703138,6.908553179,1.93485621,0.666667079554,2.38089172666e+18,0.333333079,0.3333343206,0.3333326004,5.92e-05,8.88e-08,1.67e-06,3.02e-07,5.54e-06,0.3333,3,1.91e-34,8.69e-37,3.22e-36,1.75e-28,2.36e-40,-0.615998,2.39106,-1.77507
17,near_23,0.1937080106,0.08690829804,36.90234401,0.666666879089,1.74839492362e+19,0.3333364809,0.3333317527,0.3333317664,4.55e-05,5.81e-05,1.21e-07,2.69e-07,9.2e-06,0.3333,3,2.3e-35,8.09e-35,2.64e-37,1.75e-28,3.79e-41,14.8171,-7.44086,-7.37628
18,near_23,0.7520822602,0.5238057851,0.0792750251,0.666666863959,2.18224464789e+19,0.3333332889,0.3333333419,0.3333333692,5.2e-06,5.38e-06,5.41e-05,2.27e-07,3.3e-06,0.3333,3,4.2e-35,2.62e-35,4.03e-34,1.75e-28,8.61e-40,-0.225181,0.0435824,0.181598
19,near_23,5.751829312,0.0686107109,0.4272579094,0.666667005527,4.30696105146e+18,0.3333329942,0.3333329207,0.3333340851,1.35e-07,5.33e-05,1.22e-05,3.2e-07,1.69e-06,0.3333,3,1.39e-36,3.29e-35,1.16e-35,1.75e-28,3.44e-41,-1.00079,-1.21763,2.21842
20,near_23,23.3251217,50.41977662,0.06015848873,0.666666948564,7.48128287237e+18,0.3333291507,0.3333377335,0.3333331158,1.17e-07,2.58e-08,5.03e-05,2.87e-07,3.82e-06,0.3333,3,4.35e-37,3.45e-38,3.43e-34,1.75e-28,3.79e-40,-14.8372,15.6087,-0.771512
21,near_23,16.58577706,0.1163621993,4.949187501,0.666666921128,1.0171191643e+19,0.3333329844,0.3333322409,0.3333347747,2.05e-07,5.02e-05,1.04e-07,2.95e-07,2.06e-06,0.3333,3,6.9e-37,4.1e-35,3.78e-36,1.75e-28,4.37e-40,-1.37114,-4.29306,5.6642
22,two_equal,0.005415733459,0.005415733459,0.01339157647,0.93640981507,1.36884295105,0.341701507,0.3291492465,0.3291492465,4.93e-11,3.1e-11,6.13e-11,1.21e-11,4.95e-05,0.3169,3.075,4.65e-39,4.68e-39,1.13e-37,9.91e-31,1.05e-45,0.231285,-0.115642,-0.115642
23,near_23,0.1230931517,0.0701175507,0.8846198191,0.666666797293,7.51873696535e+19,0.3333333748,0.3333333105,0.3333333147,4.82e-05,2.31e-05,6.73e-06,2.51e-07,7.52e-06,0.3333,3,1.04e-34,4.74e-34,1.7e-35,1.75e-28,1.37e-39,0.317622,-0.174826,-0.142797
24,near_23,0.05353936877,1.50807417,0.09885225419,0.666667008068,4.21150227302e+18,0.3333332395,0.3333335304,0.3333332301,1.7e-05,2.34e-06,4.13e-05,2.53e-07,8.08e-06,0.3333,3,4.1e-35,6.77e-36,8.22e-35,1.75e-28,6.68e-40,-0.27487,0.577137,-0.302267
25,near_23,1.910146611,0.02616826732,0.431207702,0.666667599278,2.06600490323e+17,0.3333331315,0.3333329031,0.3333339654,1.34e-06,4.04e-05,8.66e-08,2.88e-07,4.47e-06,0.3333,3,1.25e-36,7.22e-35,8.43e-37,1.75e-28,3.81e-41,-0.216425,-0.461313,0.677738
26,near_23,0.5431894401,1.329677902,0.1399012748,0.666666831327,3.75374384682e+19,0.3333332805,0.3333333989,0.3333333206,6.93e-06,2.08e-06,3.79e-05,2.74e-07,1.03e-06,0.3333,3,8.75e-36,2.13e-37,7.42e-35,1.75e-28,5.15e-40,-0.321056,0.398283,-0.0772275
27,near_23,0.5455140586,0.3480988755,9.024996859,0.666666787273,9.55262519489e+19,0.3333337503,0.3333331176,0.333333132,7.09e-06,3.71e-05,7.32e-07,3.43e-07,2.46e-06,0.3333,3,2.19e-35,1.24e-35,3.56e-37,1.75e-28,3.47e-40,3.45757,-1.78846,-1.66911
28,near_23,0.168434915,0.3796723881,0.4133987816,0.666666824986,4.223098761e+19,0.3333333422,0.333333339,0.3333333188,3.68e-05,7.39e-06,1.86e-05,2.38e-07,4.32e-06,0.3333,3,6.63e-35,1.15e-35,8.02e-35,1.75e-28,1.15e-39,0.0561654,0.0357744,-0.0919398
29,near_23,1.752210836,0.0499335561,0.896483583,0.66666734142,5.45504876205e+17,0.3333333321,0.3333329867,0.3333336812,7.39e-07,3.57e-05,8.63e-07,2.92e-07,5.42e-07,0.3333,3,4.31e-36,2.47e-34,6.7e-36,1.75e-28,1.36e-40,-0.0018488,-0.513673,0.515522
30,near_23,0.6704014409,1.064180364,0.01097697421,0.666668878167,1.54942964261e+16,0.33333257,0.3333339782,0.3333334517,1.11e-06,4.41e-07,3.44e-05,2.76e-07,3.09e-06,0.3333,3,1.4e-36,1.33e-36,1.3e-34,1.75e-28,4.33e-41,-0.345153,0.291616,0.0535374
31,near_23,0.07582801533,0.5315181134,11.64757943,0.666667171135,1.30537523084e+18,0.3333356399,0.3333322495,0.3333321105,3.43e-05,3.05e-07,4.51e-08,3.03e-07,4.52e-06,0.3333,3,2.23e-35,1.84e-35,2.13e-37,1.75e-28,5.25e-40,4.57226,-2.14838,-2.42389
32,near_23,3.631544603,0.01462119269,1.750795023,0.666666774908,1.32147433583e+20,0.3333333302,0.3333332166,0.3333334533,2.27e-07,9.86e-06,4.22e-06,3.29e-07,3.35e-05,0.3333,3,1.31e-35,2.42e-33,4.17e-35,1.75e-28,7.5e-40,-0.0291365,-1.07883,1.10796
33,near_23,14.20483054,0.1975143188,0.6083816896,0.666667010633,4.11803088547e+18,0.3333324193,0.3333323339,0.3333352468,1.02e-07,3.26e-05,1.26e-06,2.69e-07,1.47e-06,0.3333,3,1.54e-36,8.07e-35,2.04e-35,1.75e-28,3.19e-40,-2.65729,-2.9057,5.56299
34,near_23,1.318982558,0.2839388169,0.2134789639,0.666666796303,7.69219627438e+19,0.3333333026,0.3333333081,0.3333333893,6.81e-06,2.37e-05,3.07e-05,3.56e-07,3.52e-06,0.3333,3,2.86e-35,6.92e-35,1.53e-34,1.75e-28,8.24e-41,-0.236996,-0.194396,0.431391
35,near_23,0.1072066308,1.039095171,0.5074757469,0.666666806129,6.17820955644e+19,0.3333333296,0.3333333745,0.3333332959,3.04e-05,3.58e-06,4.96e-06,3.04e-07,4.48e-06,0.3333,3,9.81e-35,1.43e-35,4.73e-35,1.75e-28,9.38e-40,-0.0264714,0.294946,-0.268474
36,near_23,0.7944260033,0.919996567,0.2729723957,0.66666684681,2.86669388386e+19,0.3333332909,0.3333333614,0.3333333477,1.84e-07,1.01e-05,2.81e-05,2.55e-07,2.59e-06,0.3333,3,2.82e-35,1.68e-35,1.8e-35,1.75e-28,1.13e-39,-0.235487,0.155704,0.0797836
37,near_23,0.6240686061,0.5532184779,1.747826899,0.666666777459,1.23227673641e+20,0.3333333851,0.3333333051,0.3333333098,1.24e-05,2.71e-05,7.67e-06,3.46e-07,1.93e-06,0.3333,3,4.57e-35,8.63e-35,1.94e-35,1.75e-28,1.19e-39,0.467228,-0.255032,-0.212196
38,near_23,2.573920077,0.5079959624,0.07591733277,0.666668041371,6.45068841595e+16,0.3333325216,0.3333328807,0.3333345978,1.31e-07,9.36e-07,2.67e-05,2.83e-07,1.76e-06,0.3333,3,6.65e-37,3.49e-36,2.04e-36,1.75e-28,1.5e-41,-0.590506,-0.329271,0.919777
39,near_23,0.2809877318,0.03765714186,6.013458267,0.666668312555,3.75869626741e+16,0.3333372169,0.3333312705,0.3333315126,5.17e-07,2.54e-05,7.75e-08,2.84e-07,1.91e-06,0.3333,3,7.48e-36,4.77e-36,7.24e-37,1.75e-28,5.75e-41,2.35954,-1.25333,-1.10621
40,near_23,0.08586808477,1.053239686,0.07677737949,0.666666963074,6.43522691444e+18,0.3333332745,0.3333334495,0.3333332761,2.53e-05,2.88e-06,1.07e-05,2.6e-07,3.6e-06,0.3333,3,6.52e-35,3.72e-36,3.44e-34,1.75e-28,3.32e-40,-0.198622,0.391747,-0.193126
41,near_23,0.07424533874,9.74819577,0.6968025933,0.666666904615,1.24390379299e+19,0.3333329291,0.3333342313,0.3333328396,2.51e-05,3.59e-07,8.84e-06,2.73e-07,1.96e-06,0.3333,3,1.47e-34,8.91e-37,1.03e-35,1.75e-28,1.21e-39,-1.69868,3.77375,-2.07507
42,near_23,0.4061649113,0.6829893945,0.1201259176,0.666666919017,1.04284429195e+19,0.3333332902,0.333333376,0.3333333338,1.08e-05,2.92e-06,2.5e-05,2.98e-07,3.38e-06,0.3333,3,2.92e-37,6.48e-37,1.12e-34,1.75e-28,1.64e-40,-0.171082,0.169225,0.00185708
43,near_23,0.2906152793,5.562959779,0.2605257694,0.666666877442,1.78967726514e+19,0.3333331068,0.3333337825,0.3333331107,2.48e-05,1.03e-06,7.47e-06,3.04e-07,2.96e-06,0.3333,3,5.6e-35,2.61e-36,9.44e-35,1.75e-28,8.53e-40,-1.07468,2.13116,-1.05649
44,near_23,5.021593926,0.1106181971,1.152765495,0.666666856467,2.4510099922e+19,0.3333332252,0.3333331056,0.3333336692,5.04e-07,2.47e-05,6.28e-06,2.59e-07,7.32e-06,0.3333,3,9.01e-37,1.51e-34,1.27e-35,1.75e-28,6.3e-40,-0.569668,-1.19975,1.76942
45,near_23,10.48920419,0.4189225087,11.19085719,0.666666809626,5.73585841393e+19,0.3333336639,0.3333327328,0.3333336033,3.79e-07,2.41e-05,6.12e-07,3.32e-07,6.83e-07,0.3333,3,1.24e-36,6.58e-35,1.51e-36,1.75e-28,5.89e-41,2.3123,-4.20038,1.88808
46,near_23,1.245481165,7.558519462,0.2974558701,0.666666770701,1.48834183835e+20,0.3333331612,0.3333336179,0.3333332208,1.22e-06,2.06e-06,2.41e-05,1.26e-07,2.05e-06,0.3333,3,3.53e-35,1.14e-36,1.57e-34,1.75e-28,2.95e-40,-1.6544,2.73563,-1.08123
47,near_23,0.08551164838,5.340672304,0.3089340957,0.666667110116,1.9217720302e+18,0.3333329036,0.3333342527,0.3333328437,2.37e-05,9.48e-08,3.68e-07,2.77e-07,3.38e-06,0.3333,3,7.61e-36,1.01e-36,1.22e-35,1.75e-28,1.02e-40,-0.969029,2.07314,-1.10411
48,near_23,2.225801491,0.09130953659,0.2288638817,0.66666705237,2.92060215825e+18,0.3333331888,0.3333331567,0.3333336545,1e-07,2.31e-05,7.89e-06,2.77e-07,6.48e-06,0.3333,3,3.6e-36,1.1e-34,3.59e-36,1.75e-28,1.34e-40,-0.374727,-0.457892,0.832619
49,near_23,0.2005900203,1.24632821,2.850686322,0.666666917572,1.06097579332e+19,0.3333335485,0.3333333051,0.3333331465,2.11e-05,3.29e-06,1.14e-06,2.82e-07,1.54e-06,0.3333,3,1.07e-34,5.51e-36,2.89e-36,1.75e-28,3.44e-40,0.857413,-0.11258,-0.744833
50,near_23,0.04687961234,0.6602073851,4.190080888,0.666667151271,1.47256004677e+18,0.3333340827,0.3333330485,0.3333328688,2.1e-05,2.35e-06,1.99e-07,2.82e-07,6.32e-06,0.3333,3,4.08e-35,6.16e-36,1.11e-36,1.75e-28,1e-40,1.54637,-0.587777,-0.958595
51,near_23,3.383768595,0.2885414221,0.2748513719,0.666666931966,8.97476390276e+18,0.3333331664,0.3333331686,0.333333665,9.93e-07,1.52e-05,2.09e-05,2.72e-07,1.55e-06,0.3333,3,1.45e-36,8.79e-35,6.52e-35,1.75e-28,4.21e-40,-0.629308,-0.621031,1.25034
52,near_23,5.017055943,0.8348801247,0.6122622902,0.666666794451,8.03149540084e+19,0.3333332142,0.3333332314,0.3333335545,1.79e-06,1.57e-06,2.08e-05,2.22e-07,1.39e-06,0.3333,3,8.87e-36,1.31e-35,9.96e-35,1.75e-28,1.87e-39,-0.932576,-0.797981,1.73056
53,near_23,0.01306788272,1.466450019,1.134775167,0.66667042959,3.14527981802e+15,0.3333339325,0.333334687,0.3333313805,2.07e-05,2.08e-08,2.1e-08,2.82e-07,1.34e-06,0.3333,3,4.58e-35,7.16e-37,6.61e-37,1.75e-28,8.65e-42,0.15922,0.359747,-0.518967
54,near_23,0.06629539074,0.8345954772,4.060073182,0.666667111633,1.90218313719e+18,0.3333339807,0.333333113,0.3333329063,2.02e-05,1.71e-06,3.08e-08,2.62e-07,3.44e-06,0.3333,3,1.03e-34,9.47e-36,6.85e-37,1.75e-28,1.87e-40,1.45491,-0.495199,-0.959714
55,near_23,0.2070950094,2.442553471,0.3360243219,0.66666695902,6.70670606174e+18,0.3333332168,0.3333335892,0.333333194,2.02e-05,2.67e-06,6.36e-06,2.79e-07,1.54e-06,0.3333,3,8.17e-35,2.61e-36,2.1e-35,1.75e-28,1.45e-40,-0.398552,0.875054,-0.476502
56,near_23,14.06782993,7.148852604,0.2238659242,0.666667174666,1.27835104179e+18,0.3333312071,0.333333334,0.333335459,6.5e-08,1.75e-07,1.96e-05,3.02e-07,1.02e-06,0.3333,3,1.86e-37,1.91e-37,3.9e-36,1.75e-28,1.33e-40,-4.18555,0.00124664,4.18431
57,near_23,0.09352747486,1.532070803,1.152770757,0.666666852203,2.6238690468e+19,0.3333333588,0.3333334013,0.3333332399,1.95e-05,1.85e-06,6.29e-06,2.56e-07,7e-06,0.3333,3,6.37e-35,8.32e-36,3.16e-36,1.75e-28,5.41e-40,0.137031,0.366356,-0.503387
58,near_23,2.228595492,2.425871611,0.005926917769,0.666669587918,6.72252839134e+15,0.3333306001,0.3333348742,0.3333345257,1.12e-09,6.16e-08,1.93e-05,2.79e-07,1.07e-05,0.3333,3,5.47e-38,8.41e-37,2.44e-34,1.75e-28,4.28e-42,-0.935633,0.527451,0.408182
59,near_23,2.39747243,0.09504855574,0.2962643507,0.666667195558,1.13274964196e+18,0.3333331308,0.3333330665,0.3333338027,5.28e-07,1.91e-05,3.85e-06,2.76e-07,1.69e-06,0.3333,3,2.44e-36,1.15e-34,2.04e-35,1.75e-28,1.76e-41,-0.382911,-0.504566,0.887476
60,near_23,4.037526971,0.06431179528,9.66918818,0.666668397961,3.22950548209e+16,0.3333386494,0.3333285959,0.3333327547,2.26e-07,1.89e-05,1.08e-07,2.78e-07,6.43e-07,0.3333,3,1.24e-37,2.16e-35,1.17e-37,1.75e-28,1.83e-41,3.07048,-2.73632,-0.334158
61,near_23,2.289101851,0.4419057363,0.3830615503,0.666666866802,2.09055010359e+19,0.3333332541,0.3333332612,0.3333334847,2.93e-06,4.53e-06,1.85e-05,2.92e-07,5.92e-07,0.3333,3,6.3e-36,5.17e-35,3.07e-35,1.75e-28,1.2e-40,-0.395989,-0.360412,0.756401
62,anisotropic,0.001245275616,0.0001167936534,0.001894571739,0.939211244593,1.11839647682,0.3349144092,0.3314339796,0.3336516112,1.56e-12,4.1e-10,3.01e-11,7.06e-12,1.75e-05,0.3315,2.994,8.8e-41,1.18e-39,7.34e-41,7.46e-31,1.93e-45,0.0516866,-0.0622904,0.0106038
63,near_23,0.2068608616,0.3343030343,0.8842842948,0.666666816275,5.00457964896e+19,0.3333333703,0.3333333206,0.3333333091,1.22e-05,1.73e-05,7.27e-06,2.62e-07,1.34e-06,0.3333,3,1.44e-34,7.26e-35,5.22e-36,1.75e-28,2.99e-40,0.247363,-0.0851557,-0.162207
64,near_23,1.883945562,0.01259475704,1.133492728,0.666671263846,1.72489842585e+15,0.3333336766,0.3333305611,0.3333357624,2.01e-07,1.73e-05,2.66e-07,2.81e-07,2.17e-06,0.3333,3,1.68e-37,6.19e-35,1.43e-37,1.75e-28,6.82e-42,0.0746622,-0.603036,0.528374
65,near_23,0.2245559274,0.6135062434,0.1317095387,0.666667253714,8.28347837032e+17,0.3333332653,0.3333334364,0.3333332983,1.71e-05,2.66e-06,1.72e-05,2.84e-07,7.62e-07,0.3333,3,3.21e-36,1.26e-35,6.82e-35,1.75e-28,2.36e-41,-0.11581,0.175485,-0.0596749
66,near_23,0.218784372,0.168832481,0.1306218612,0.666667093198,2.1596239232e+18,0.3333333225,0.3333333323,0.3333333452,1.94e-06,4.06e-06,1.71e-05,2.81e-07,1.43e-06,0.3333,3,2.48e-35,7.82e-36,4.96e-35,1.75e-28,5.06e-40,-0.0254684,-0.00236626,0.0278347
67,near_23,40.34433857,0.6244031733,0.3317865215,0.666666771842,1.44044378193e+20,0.333332479,0.3333324976,0.3333350234,1.58e-07,9.54e-06,1.7e-05,3.65e-07,2.79e-06,0.3333,3,8.85e-38,2.09e-35,1.01e-35,1.75e-28,5.47e-40,-8.12271,-7.94579,16.0685
68,near_23,0.2301271486,0.6101795513,0.20044931,0.666666800174,7.04238523786e+19,0.3333333215,0.3333333546,0.3333333239,1.68e-05,1.69e-05,5.45e-06,2.75e-07,5.3e-06,0.3333,3,2.74e-35,2.01e-35,6.83e-35,1.75e-28,5.76e-40,-0.0885554,0.159168,-0.0706122
69,near_23,0.3710488587,2.381963843,0.8749384334,0.666666885144,1.60700065959e+19,0.3333332892,0.3333334882,0.3333332226,1.67e-05,2.18e-06,7.84e-06,2.72e-07,6.64e-07,0.3333,3,7.73e-35,2.69e-36,2.06e-35,1.75e-28,3.1e-40,-0.202165,0.708981,-0.506816
70,near_23,0.0647138156,0.151496735,0.3412946498,0.666666927047,9.49309985971e+18,0.3333333578,0.3333333279,0.3333333143,4.61e-06,1.65e-05,7.06e-06,2.94e-07,3.85e-06,0.3333,3,2.48e-34,4.53e-35,3.4e-35,1.75e-28,5.21e-40,0.0939909,-0.020761,-0.07323
71,near_23,0.1572542861,0.4073731435,0.4734398615,0.666667123257,1.76056149965e+18,0.3333333685,0.3333333503,0.3333332812,1.63e-05,4.21e-06,4.28e-06,2.88e-07,6.9e-07,0.3333,3,3.1e-35,2.44e-38,4.57e-35,1.75e-28,1.33e-40,0.0770367,0.0370927,-0.114129
72,near_23,23.29586132,0.3907338535,0.279457409,0.666666846427,2.88504134649e+19,0.3333324955,0.3333325076,0.333334997,2.21e-07,2.48e-07,1.63e-05,3.18e-07,2.01e-06,0.3333,3,9.83e-37,4.26e-35,1.29e-35,1.75e-28,1.9e-40,-4.66093,-4.59365,9.25458
73,near_23,0.0294456001,4.974764797,2.173557536,0.666666767646,1.62755015061e+20,0.33333332,0.333333491,0.3333331891,1.62e-05,1.86e-06,2.33e-07,2.32e-07,1.47e-05,0.3333,3,1.36e-33,1.12e-35,1.67e-35,1.75e-28,2.07e-39,-0.132426,1.56118,-1.42875
74,near_23,0.1797224021,1.469858132,0.7587582129,0.666666968284,6.10749511865e+18,0.3333333253,0.333333455,0.3333332197,1.61e-05,2.31e-06,9.03e-07,2.71e-07,1.72e-06,0.3333,3,2.31e-35,3.9e-36,1.91e-36,1.75e-28,7.61e-40,-0.0266152,0.403315,-0.3767
75,near_23,0.4099774423,3.479898713,0.5819040627,0.666666770947,1.47782451035e+20,0.333333276,0.3333334588,0.3333332652,1.6e-05,1.51e-06,4.71e-06,2.95e-07,1.99e-06,0.3333,3,4.82e-35,7.54e-36,2.69e-35,1.75e-28,1.51e-39,-0.549393,1.20273,-0.65334
76,symmetric,0.02442836473,0.02442836473,0.02442836473,0.947528419361,1.22289294136,0.3333333333,0.3333333333,0.3333333333,5.32e-12,1.79e-12,1.79e-12,1.11e-11,1.54e-05,0.2971,3,1.34e-36,1.34e-36,1.34e-36,4.86e-31,1.23e-45,0,0,0
77,near_23,0.05013721524,2.719603757,3.268306976,0.666666839138,3.26651660252e+19,0.3333334643,0.333333407,0.3333331287,1.52e-05,1.64e-07,1.07e-06,2.57e-07,6.09e-06,0.3333,3,1.21e-35,6.4e-36,3.68e-36,1.75e-28,1.33e-39,0.759149,0.427404,-1.18655
78,near_23,0.4628268357,0.1735965744,0.7537238518,0.66666689705,1.37050269447e+19,0.3333333738,0.333333293,0.3333333333,3.53e-06,1.5e-05,9.48e-06,2.64e-07,1.52e-06,0.3333,3,6.97e-35,4.3e-36,5.62e-36,1.75e-28,4.23e-40,0.17554,-0.175205,-0.000335884
79,near_23,0.3314466866,0.4803984238,0.8092084571,0.666666825196,4.20636635279e+19,0.3333333591,0.3333333276,0.3333333133,1.49e-05,1.47e-05,1.02e-05,3.55e-07,1.84e-06,0.3333,3,8.59e-35,1.69e-35,1.13e-35,1.75e-28,7.26e-40,0.162551,-0.0362474,-0.126304
80,near_23,0.2123444452,4.568215216,81.35660787,0.666666944493,7.81502527131e+18,0.3333421758,0.3333292779,0.3333285463,1.43e-05,3.26e-07,2.39e-08,2.8e-07,8.46e-07,0.3333,3,1.03e-34,1.09e-37,2.05e-38,1.75e-28,1.68e-40,31.826,-14.5962,-17.2298
81,near_23,0.05747314499,0.04102466649,0.2709067422,0.666667934911,8.21527660353e+16,0.3333334466,0.3333332704,0.333333283,1e-06,1.36e-05,3.22e-07,2.74e-07,2.61e-06,0.3333,3,4.68e-35,8.47e-36,3.57e-36,1.75e-28,1.94e-40,0.0893434,-0.0496441,-0.0396993
82,near_23,0.6235895855,0.0962630351,0.2737056335,0.666666816343,4.99769095104e+19,0.3333333281,0.3333333121,0.3333333598,5.03e-06,4.18e-06,1.04e-05,2.81e-07,1.34e-05,0.3333,3,6.42e-35,5.73e-35,5.05e-35,1.75e-28,1.02e-39,-0.0347527,-0.142034,0.176787
83,near_23,4.593934661,0.0135672561,4.553594679,0.666669685303,6.09281860848e+15,0.3333360707,0.333327785,0.3333361443,1.63e-08,1.32e-05,5.09e-08,2.8e-07,5.16e-06,0.3333,3,3.54e-37,1.76e-35,1.81e-37,1.75e-28,4.54e-41,0.906807,-1.838,0.931194
84,near_23,23.54087732,2.096572973,0.5924261066,0.666666962912,6.44590185538e+18,0.3333318734,0.3333321429,0.3333359837,1.57e-08,2.91e-06,1.32e-05,3.1e-07,2.64e-07,0.3333,3,6.86e-37,2.49e-36,1.09e-35,1.75e-28,4.53e-40,-4.9279,-4.01849,8.94639
85,near_23,0.05775463739,6.186462356,8.411582932,0.666666768613,1.58167164141e+20,0.3333335507,0.3333334135,0.3333330358,4.02e-09,3.98e-07,2.04e-06,1.5e-07,1.32e-05,0.3333,3,6.53e-34,6.83e-36,5.71e-36,1.75e-28,3.1e-40,2.132,0.786703,-2.91871
86,near_23,18.53416347,3.052268461,0.4932151136,0.666666844669,2.97139830376e+19,0.3333325943,0.3333328698,0.3333345359,8.92e-08,2.5e-06,1.3e-05,2.96e-07,9.61e-07,0.3333,3,2.32e-36,3.12e-36,5.08e-35,1.75e-28,7.49e-41,-4.15154,-2.60434,6.75589
