g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
0.75,-5.4,-2,0.75,22.6754338558,611.481399024,588.805965169,25.9666901596,-15.0254338558,-603.831399024
0.75,-5.35,-2,0.75,22.5812325784,609.723978797,587.142746219,26.0013594998,-14.9812325784,-602.123978797
0.75,-5.3,-2,0.75,22.4868569349,607.964109328,585.477252393,26.0364200336,-14.9368569349,-600.414109328
0.75,-5.25,-2,0.75,22.3923048454,606.201769124,583.809464279,26.0718790812,-14.8923048454,-598.701769124
0.75,-5.2,-2,0.75,22.2975741883,604.436936376,582.139362188,26.1077441551,-14.8475741883,-596.986936376
0.75,-5.15,-2,0.75,22.2026627991,602.669588948,580.466926149,26.1440229671,-14.8026627991,-595.269588948
0.75,-5.1,-2,0.75,22.1075684691,600.899704373,578.792135904,26.1807234347,-14.7575684691,-593.549704373
0.75,-5.05,-2,0.75,22.0122889445,599.127259848,577.114970903,26.2178536889,-14.7122889445,-591.827259848
0.75,-5,-2,0.75,21.9168219246,597.35223222,575.435410296,26.2554220806,-14.6668219246,-590.10223222
0.75,-4.95,-2,0.75,21.8211650608,595.574597988,573.753432927,26.2934371894,-14.6211650608,-588.374597988
0.75,-4.9,-2,0.75,21.7253159551,593.794333286,572.069017331,26.3319078311,-14.5753159551,-586.644333286
0.75,-4.85,-2,0.75,21.6292721583,592.011413882,570.382141723,26.3708430662,-14.5292721583,-584.911413882
0.75,-4.8,-2,0.75,21.5330311692,590.225815166,568.692783997,26.4102522088,-14.4830311692,-583.175815166
0.75,-4.75,-2,0.75,21.4365904321,588.437512145,567.000921713,26.4501448357,-14.4365904321,-581.437512145
0.75,-4.7,-2,0.75,21.3399473361,586.646479432,565.306532096,26.4905307962,-14.3899473361,-579.696479432
0.75,-4.65,-2,0.75,21.2430992125,584.852691236,563.609592024,26.531420222,-14.3430992125,-577.952691236
