triple,beta12,beta13,beta23,alpha,T1,T_Phi=T1/rho_alpha,T_alpha,certified_fraction_(TPhi-T1)/(Talpha-T1),TPhi_over_Talpha,limit_alpha_to_1_2sqrt(SG)/(S+G),evidence
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999923730141,4.19736659610103,4.19736860755393,4.19736967656,0.652971820220578,0.999999745315245,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999933391537,4.19736659610103,4.19736835275539,4.19736928634629,0.6529718272168,0.999999777577136,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999941829087,4.19736659610103,4.19736813023318,4.19736894556248,0.652971835314341,0.999999805752293,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.99999994919782,4.19736659610103,4.19736793589873,4.19736864794709,0.652971842176321,0.999999830358394,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999955633127,4.19736659610103,4.19736776618138,4.1973683880318,0.652971847213704,0.999999851847546,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999961253249,4.19736659610103,4.19736761796278,4.197368161041,0.652971852372008,0.999999870614585,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999966161448,4.19736659610103,4.19736748851961,4.19736796280401,0.652971855725967,0.999999887004331,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999970447908,4.19736659610103,4.19736737547351,4.19736778967847,0.652971859125757,0.999999901317926,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999974191385,4.19736659610103,4.19736727674739,4.19736763848341,0.652971861997944,0.999999913818363,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999977460661,4.19736659610103,4.1973671905273,4.19736750644081,0.652971866193092,0.999999924735321,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999980315806,4.19736659610103,4.19736711522904,4.19736739112457,0.65297186927299,0.999999934269387,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999982809278,4.19736659610103,4.19736704946909,4.19736729041588,0.652971869188267,0.999999942595735,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999984986893,4.19736659610103,4.19736699203922,4.19736720246435,0.652971871419104,0.999999949867353,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999986888661,4.19736659610103,4.1973669418842,4.19736712565397,0.652971875050039,0.999999956217849,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.999999988549524,4.19736659610103,4.19736689808252,4.19736705857346,0.652971876311264,0.999999961763902,0.652971884174358,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.99999999,4.19736659610103,4.19736685982936,4.1973669999903,0.652971875212038,0.999999966607414,0.652971884174358,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666676666667,11.827804920294,1.59787624913542e+16,1.67583900535147e+23,9.53478373538812e-08,9.53478373538813e-08,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666667726311,11.827804920294,1.42305890586021e+16,1.40848394137424e+23,1.0103479805895e-07,1.0103479805895e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666677895128,11.827804920294,1.26736767940923e+16,1.1837814326396e+23,1.07060952677999e-07,1.07060952677999e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666678564843,11.827804920294,1.12870998009829e+16,9.94926815878253e+22,1.13446533160526e-07,1.13446533160526e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666679274502,11.827804920294,1.00522229667432e+16,8.36201151818554e+22,1.20212976804467e-07,1.20212976804467e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666680026488,11.827804920294,8.95244883062004e+15,7.02797735718258e+22,1.27383006171337e-07,1.27383006171337e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666680823326,11.827804920294,7.97299676387948e+15,5.90676879630666e+22,1.34980681296765e-07,1.34980681296766e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666681667691,11.827804920294,7.10070276138257e+15,4.96443233811929e+22,1.43031514537119e-07,1.4303151453712e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666682562417,11.827804920294,6.32384285983639e+15,4.17243137365841e+22,1.51562537367549e-07,1.51562537367549e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666683510509,11.827804920294,5.63197616002328e+15,3.50678233616775e+22,1.60602387605783e-07,1.60602387605783e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666684515149,11.827804920294,5.01580392524666e+15,2.94732767568506e+22,1.70181414391964e-07,1.70181414391965e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666668557971,11.827804920294,4.46704456913653e+15,2.47712561348466e+22,1.80331774247514e-07,1.80331774247515e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666686707767,11.827804920294,3.97832290872288e+15,2.08193734727564e+22,1.91087542280212e-07,1.91087542280213e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666687903105,11.827804920294,3.54307030928611e+15,1.74979537967082e+22,2.02484836252833e-07,2.02484836252833e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666689169739,11.827804920294,3.1554369722042e+15,1.47064171196023e+22,2.14561911751998e-07,2.14561911751999e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666669051192,11.827804920294,2.81021309040685e+15,1.23602283535257e+22,2.27359318131468e-07,2.27359318131469e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666691934155,11.827804920294,2.5027587815403e+15,1.03883389723237e+22,2.40920015048418e-07,2.40920015048419e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666693441218,11.827804920294,2.22894180970102e+15,8.73103493583035e+21,2.55289530517614e-07,2.55289530517615e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666695038169,11.827804920294,1.9850820965958e+15,7.33812893445921e+21,2.70516110349877e-07,2.70516110349879e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666696730369,11.827804920294,1.76790210602475e+15,6.16744032721044e+21,2.86650865226022e-07,2.86650865226024e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666698523499,11.827804920294,1.57448291937943e+15,5.1835175656316e+21,3.03747966403885e-07,3.03747966403887e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666700423579,11.827804920294,1.40222495562547e+15,4.35656489722093e+21,3.21864815217131e-07,3.21864815217134e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666702436989,11.827804920294,1.24881305488987e+15,3.66154013299293e+21,3.41062233249123e-07,3.41062233249127e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666704570486,11.827804920294,1.11218535861164e+15,3.0773962476291e+21,3.61404664566183e-07,3.61404664566187e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666706831235,11.827804920294,990505547799835,2.58644372960376e+21,3.82960408712069e-07,3.82960408712074e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666709226825,11.827804920294,882138242225120,2.17381534228459e+21,4.05801829192178e-07,4.05801829192183e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666711765299,11.827804920294,785626983515722,1.82701565102426e+21,4.30005612198928e-07,4.30005612198934e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666714455177,11.827804920294,699674639398419,1.53554266711392e+21,4.55653010745354e-07,4.55653010745362e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666717305492,11.827804920294,623125999126808,1.29056982264016e+21,4.82830133012135e-07,4.82830133012145e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666720325813,11.827804920294,554952241032648,1.08467872265783e+21,5.11628217130338e-07,5.11628217130349e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666723526278,11.827804920294,494237110275814,9.11634478831422e+20,5.42143942284127e-07,5.4214394228414e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666726917633,11.827804920294,440164577422094,7.66196843885214e+20,5.74479757956331e-07,5.74479757956346e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666730511263,11.827804920294,392007910022669,6.43961616591169e+20,6.08744216926722e-07,6.08744216926741e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666734319233,11.827804920294,349119870876573,5.41227183200193e+20,6.45052358257893e-07,6.45052358257915e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666738354327,11.827804920294,310924044987460,4.54882494349865e+20,6.83526072885773e-07,6.83526072885798e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666742630091,11.827804920294,276907072033208,3.82312803490278e+20,7.24294529257738e-07,7.24294529257768e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666674716088,11.827804920294,246611762049071,3.21320522547939e+20,7.6749458793833e-07,7.67494587938366e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666751961906,11.827804920294,219630941971215,2.7005864579557e+20,8.13271285295045e-07,8.13271285295089e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666757049286,11.827804920294,195601987772511,2.26974835783065e+20,8.61778298451767e-07,8.61778298451819e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666762440099,11.827804920294,174201946703340,1.90764402808135e+20,9.13178476377142e-07,9.13178476377204e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666768152444,11.827804920294,155143198685561,1.60330799734598e+20,9.6764438861631e-07,9.67644388616383e-07,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666774205498,11.827804920294,138169593550615,1.34752423979396e+20,1.0253588727408e-06,1.02535887274088e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666780619582,11.827804920294,123053003470275,1.13254694112542e+20,1.08651570192741e-06,1.08651570192752e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666678741623,11.827804920294,109590259849759,9.5186605640376e+19,1.15132017905744e-06,1.15132017905756e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666679461826,11.827804920294,97600421808549.2,8.00010095883403e+19,1.21998987651228e-06,1.21998987651243e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666802249851,11.827804920294,86922344599329.1,6.72380479358849e+19,1.29275532630279e-06,1.29275532630296e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666810336623,11.827804920294,77412513740212.8,5.65112257422002e+19,1.3698608147937e-06,1.36986081479391e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666818905725,11.827804920294,68943115998062.3,4.74957072667908e+19,1.45156520379381e-06,1.45156520379406e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666827985925,11.827804920294,61400321464481.3,3.99184796044728e+19,1.53814278682071e-06,1.53814278682101e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666837607709,11.827804920294,54682754440774.6,3.35500851405474e+19,1.62988422269829e-06,1.62988422269865e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666847803377,11.827804920294,48700129845185.7,2.81976724643413e+19,1.72709750802163e-06,1.72709750802205e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666685860716,11.827804920294,43372040596257.3,2.36991569815407e+19,1.83010900472232e-06,1.83010900472282e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666870055327,11.827804920294,38626876626765,1.99183122768194e+19,1.93926453656952e-06,1.93926453657012e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666882186313,11.827804920294,34400862262355.4,1.67406446281637e+19,2.05493056130402e-06,2.05493056130473e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666895040844,11.827804920294,30637199479761.9,1.40699261657442e+19,2.17749539825888e-06,2.17749539825972e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666908662074,11.827804920294,27285304172769.9,1.18252807986832e+19,2.30737050876596e-06,2.30737050876696e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666923095735,11.827804920294,24300126530559.9,9.93873492204041e+18,2.44499191508363e-06,2.44499191508482e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666938390282,11.827804920294,21641545396731.8,8.3531591380455e+18,2.59082163275819e-06,2.5908216327596e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666954597062,11.827804920294,19273829114572.4,7.0205381606806e+18,2.74534924153052e-06,2.74534924153221e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666971770485,11.827804920294,17165155362228.1,5.9005168790364e+18,2.90909351063825e-06,2.90909351064026e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666666989968206,11.827804920294,15287183270112.5,4.95917816254614e+18,3.08260416727032e-06,3.0826041672727e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667009251318,11.827804920294,13614672708231.4,4.16801590710418e+18,3.26646371119026e-06,3.26646371119309e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667029684559,11.827804920294,12125144928850.5,3.503071710165e+18,3.46128938601361e-06,3.46128938601699e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667051336528,11.827804920294,10798580514753.5,2.94420936624107e+18,3.66773526317811e-06,3.66773526318213e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667074279914,11.827804920294,9617150284442.22,2.4745051155758e+18,3.88649440403058e-06,3.88649440403536e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667098591744,11.827804920294,8564975678038.25,2.07973511498637e+18,4.11830122803045e-06,4.11830122803614e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667124353638,11.827804920294,7627915347118.42,1.74794473317045e+18,4.36393394044613e-06,4.36393394045289e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667151652083,11.827804920294,6793375099803.22,1.46908651717551e+18,4.62421717194196e-06,4.62421717195001e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667180578726,11.827804920294,6050138609751.18,1.2347159338415e+18,4.90002472950673e-06,4.90002472951631e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666721123068,11.827804920294,5388216697194.69,1.0377356495826e+18,5.1922825426207e-06,5.19228254263209e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666724371085,11.827804920294,4798713055380.95,8.72180604533168e+17,5.50197175955044e-06,5.501971759564e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667278128279,11.827804920294,4273704683374.06,7.33037372653081e+17,5.83013205437864e-06,5.83013205439478e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667314598514,11.827804920294,3806135413318.28,6.16092348020073e+17,6.17786509690986e-06,6.17786509692906e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667353243992,11.827804920294,3389721055410.92,5.17804138858573e+17,6.54633827931786e-06,6.5463382793407e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667394194455,11.827804920294,3018864955013.39,4.35196331186311e+17,6.93678861393978e-06,6.93678861396696e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667437587381,11.827804920294,2688582761373.61,3.65767353142639e+17,7.35052688071181e-06,7.35052688074415e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667483568452,11.827804920294,2394435444203.05,3.07414720534222e+17,7.78894205205982e-06,7.7889420520983e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667532292033,11.827804920294,2132469627808.93,2.58371368928949e+17,8.25350593851412e-06,8.25350593855989e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667583921701,11.827804920294,1899164461636.47,2.17152142953452e+17,8.74577812493305e-06,8.74577812498752e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667638630787,11.827804920294,1691384296709.17,1.82508821229421e+17,9.26741121499658e-06,9.26741121506139e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667696602962,11.827804920294,1506336544173.82,1.53392317371537e+17,9.82015638054048e-06,9.82015638061759e-06,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666775803285,11.827804920294,1341534139185.03,1.28920910828194e+17,1.04058692306401e-05,1.04058692307319e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667823126684,11.827804920294,1194762118490.72,1.08353546390423e+17,1.10265160512041e-05,1.10265160513133e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667892102997,11.827804920294,1064047848824.68,9.10673931131338e+16,1.16841803903508e-05,1.16841803904807e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666667965193359,11.827804920294,947634514643.306,7.65389832485167e+16,1.23810700692819e-05,1.23810700694364e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668042643148,11.827804920294,843957507041.491,6.43283605442365e+16,1.31195245750014e-05,1.31195245751853e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66666812471238,11.827804920294,751623394501.047,5.40657570472535e+16,1.39020229353729e-05,1.39020229355917e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668211676578,11.827804920294,669391195628.266,4.54403957848134e+16,1.47311920166011e-05,1.47311920168614e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668303827701,11.827804920294,596155699641.411,3.81910795244866e+16,1.56098153561581e-05,1.56098153564677e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668401475117,11.827804920294,530932612763.799,3.20982811423579e+16,1.65408424954985e-05,1.65408424958669e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668504946651,11.827804920294,472845328854.461,2.69774957343593e+16,1.75273988919736e-05,1.75273988924121e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668614589678,11.827804920294,421113147635.615,2.26736533740048e+16,1.85727963940117e-05,1.85727963945333e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668730772293,11.827804920294,375040782392.044,1.90564232020037e+16,1.9680544371033e-05,1.96805443716536e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668853884545,11.827804920294,334009014822.245,1.60162666770894e+16,2.08543614778969e-05,2.08543614786353e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666668984339748,11.827804920294,297466372872.95,1.3461120469402e+16,2.20981881513714e-05,2.20981881522501e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669122575868,11.827804920294,264921719040.063,1.13136085739057e+16,2.34161998179135e-05,2.3416199818959e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669269056992,11.827804920294,235937649035.612,9.50869914389105e+15,2.48128209183446e-05,2.48128209195884e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669424274889,11.827804920294,210124613421.985,7.99173518646788e+15,2.62927397501801e-05,2.62927397516601e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669588750657,11.827804920294,187135681706.756,6.7167793969253e+15,2.78609242073057e-05,2.78609242090666e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669763036477,11.827804920294,166661879756.25,5.64522307429252e+15,2.95226384415835e-05,2.95226384436786e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666669947717462,11.827804920294,148428037083.475,4.74461694823977e+15,3.12834605387298e-05,3.12834605412226e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666670143413626,11.827804920294,132189088488.032,3.98768853460999e+15,3.3149301237774e-05,3.314930124074e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666670350781961,11.827804920294,117726780422.904,3.35151626240956e+15,3.51264237418432e-05,3.51264237453722e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666670570518648,11.827804920294,104846737594.681,2.81683534619325e+15,3.72214647634787e-05,3.72214647676775e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666670803361388,11.827804920294,93375850543.5197,2.36745440326774e+15,3.94414567827823e-05,3.94414567877781e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666671050091883,11.827804920294,83159949032.7851,1.98976513925008e+15,4.17938516363293e-05,4.17938516422734e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66667131153846,11.827804920294,74061729993.7997,1.67233025525761e+15,4.42865455248036e-05,4.42865455318759e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666671588578849,11.827804920294,65958912144.0077,1.40553709817102e+15,4.69279055088698e-05,4.69279055172846e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666671882143135,11.827804920294,58742592513.4517,1.18130656648954e+15,4.97267975714286e-05,4.97267975814406e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666672193216873,11.827804920294,52315782787.0589,992848455518694,5.26926163650024e-05,5.26926163769147e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666672522844405,11.827804920294,46592105751.8388,834455833151720,5.58353167285492e-05,5.58353167427227e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666672872132358,11.827804920294,41494634392.1718,701332220494654,5.91654470845191e-05,5.91654471013829e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666673242253367,11.827804920294,36954857974.6648,589446343041862,6.26941848042194e-05,6.2694184824284e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666673634450005,11.827804920294,32911761258.3138,495410053752761,6.6433373721785e-05,6.64333737456581e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66667405003896,11.827804920294,29311004437.7297,416375732032743,7.03955638403963e-05,7.03955638688009e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.66667449041545,11.827804920294,26104192818.0775,349950051080743,7.45940534245777e-05,7.45940534583737e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666674957057912,11.827804920294,23248226375.551,294121502138436,7.90429335995358e-05,7.90429336397466e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666675451532965,11.827804920294,20704720490.6045,247199481297644,8.3757135614083e-05,8.37571356619262e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666675975500663,11.827804920294,18439490059.4221,207763094237132,8.87524808739574e-05,8.87524809308816e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666676530720078,11.827804920294,16422090033.33,174618127995862,9.40457340253496e-05,9.40457340930785e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666677119055197,11.827804920294,14625406239.315,146760887590092,9.96546591373691e-05,9.96546592179535e-05,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666677742481186,11.827804920294,13025290960.1223,123347801773052,0.000105598079260959,0.000105598079356838,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666678403091018,11.827804920294,11600238386.5325,103669877784355,0.000111895939520985,0.000111895939635063,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666679103102497,11.827804920294,10331095575.9299,87131231437233.1,0.000118569373962604,0.000118569374098335,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666679844865711,11.827804920294,9200805035.63117,73231042408734.1,0.00012564077638621,0.000125640776547704,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666680630870915,11.827804920294,8194175465.94349,61548388267555.1,0.0001331338753908,0.000133133875582945,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666681463756893,11.827804920294,7297677589.3049,51729498037689.8,0.00014107381386461,0.000141073814093225,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666682346319819,11.827804920294,6499262313.94228,43477039216975.2,0.000149487233242384,0.00014948723351439,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666683281522644,11.827804920294,5788198792.23224,36541113911420.7,0.000158402362731401,0.000158402363055035,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666684272505039,11.827804920294,5154930197.56663,30711691391852.1,0.00016784911387552,0.000167849114260579,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666685322593942,11.827804920294,4590945278.62649,25812247916039.2,0.000177859180716611,0.000177859181174754,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666686435314721,11.827804920294,4088663967.70815,21694421222031.4,0.000188466145929277,0.000188466146474375,0.880094667411355,FLOAT
"mixed_(3,0.5,1)",3,0.5,1,0.666687614403016,11.827804920294,3641335502.77127,18233517808832.8,0.00019970559324443,0.000199705593892985,0.880094667411355,FLOAT
